y,metric,model,layer,layer_idx,horizon,aggregation,fold,rsquared,rsquared_adj,aic,bic,delta_rsquared,delta_rsquared_adj,delta_rsquared_aic,delta_rsquared_bic,anova_rss,anova_delta_ss,anova_p
meanItemRT,Information value,gpt2_medium,16,8,All,mean,7,0.2610929493335252,0.2610447429758356,2556640.525018839,2556828.997959392,0.019997040517556797,0.01996922024598946,-6938.712326468434,-6834.005137272179,,,
meanItemRT,Information value,gpt2_medium,18,9,All,mean,7,0.2579259064883165,0.25787749351248723,2557755.074821864,2557943.547762417,0.01682999767234805,0.016801970782641118,-5824.162523443811,-5719.455334247556,,,
meanItemRT,Information value,gpt2_medium,20,10,All,mean,7,0.25433862607880564,0.2542899790685029,2559011.784207664,2559200.257148217,0.013242717262837211,0.01321445633865681,-4567.453137643635,-4462.74594844738,,,
meanItemRT,Information value,gpt2_medium,22,11,All,mean,7,0.2528264603559549,0.2527777146918341,2559539.721283053,2559728.194223606,0.011730551539986478,0.011702191961987962,-4039.516062254552,-3934.8088730582967,,,
meanItemRT,Information value,gpt2_medium,24,12,All,mean,7,0.24449673523928095,0.2444474461431979,2562428.830390769,2562617.303331322,0.0034008264233125196,0.003371923413351796,-1150.4069545385428,-1045.6997653422877,,,
meanItemRT,Information value,gpt2_medium,All,All,1,mean,7,0.2549627722095469,0.2549055876794697,2558799.566056621,2559019.4511539326,0.013866863393578455,0.013830064949623577,-4779.6712886868045,-4643.5519427317195,,,
meanItemRT,Information value,gpt2_medium,All,All,2,mean,7,0.2842844665055605,0.28422953253055205,2548336.352413771,2548556.237511083,0.043188557689592066,0.04315400980070594,-15242.884931536391,-15106.765585581306,,,
meanItemRT,Information value,gpt2_medium,All,All,3,mean,7,0.27513278336800395,0.27507714696541186,2551647.3816464874,2551867.266743799,0.03403687455203552,0.03400162423556574,-11931.855698820204,-11795.736352865119,,,
meanItemRT,Information value,gpt2_medium,All,All,4,mean,7,0.27343161546894834,0.27337584849504615,2552258.244918901,2552478.130016213,0.03233570665297991,0.03230032576520003,-11320.992426406592,-11184.873080451507,,,
meanItemRT,Information value,gpt2_medium,All,All,5,mean,7,0.2734972229223549,0.2734414609840822,2552234.7128178147,2552454.5979151265,0.03240131410638647,0.03236593825423606,-11344.524527492933,-11208.405181537848,,,
meanItemRT,Information value,gpt2_medium,All,All,6,mean,7,0.27296004224945936,0.2729042390804626,2552427.326441456,2552647.211538768,0.031864133433490927,0.03182871635061646,-11151.910903851502,-11015.791557896417,,,
meanItemRT,Information value,gpt2_medium,All,All,7,mean,7,0.27430108471008996,0.27424538447136304,2551946.210771259,2552166.0958685707,0.03320517589412153,0.033169861741516926,-11633.02657404868,-11496.907228093594,,,
meanItemRT,Information value,gpt2_medium,All,All,8,mean,7,0.2742211911110758,0.27416548474020175,2551974.8984903106,2552194.7835876225,0.03312528229510736,0.033089962010355634,-11604.338854996953,-11468.219509041868,,,
meanItemRT,Information value,gpt2_medium,All,All,9,mean,7,0.2739280050356624,0.2738722761616068,2552080.146953813,2552300.0320511246,0.03283209621969396,0.032796753431760695,-11499.0903914948,-11362.971045539714,,,
meanItemRT,Information value,gpt2_medium,All,All,10,mean,7,0.27395182580031385,0.2738960987545954,2552071.5973192966,2552291.4824166084,0.032855916984345424,0.032820576024749304,-11507.640026011039,-11371.520680055954,,,
meanItemRT,Information value,gpt2_medium,All,All,All,mean,8,0.33893618725407326,0.33858846732308234,2527215.364975196,2528660.324186103,0.09769559450797483,0.09736825677652938,-35658.80870984588,-34297.615250295494,,,
meanItemRT,Information value,gpt2_medium,All,All,All,min,8,0.300353435549778,0.2999854210700591,2541997.5400045016,2543442.4992154087,0.059112842803679566,0.05876521052350614,-20876.633680540137,-19515.440220989753,,,
meanItemRT,Information value,gpt2_medium,All,All,All,max,8,0.30929019473464336,0.3089268809951966,2538647.466675186,2540092.425886093,0.06804960198854493,0.06770667044864365,-24226.707009855658,-22865.513550305273,,,
meanItemRT,Information value,gpt2_medium,0,0,All,mean,8,0.27202984373414796,0.2719823509003624,2552099.1486866996,2552287.6216272525,0.03078925098804952,0.03076214035380942,-10775.024998342153,-10670.317809145898,,,
meanItemRT,Information value,gpt2_medium,2,1,All,mean,8,0.2706802583223946,0.27063267744154407,2552581.8171822694,2552770.2901228224,0.02943966557629618,0.029412466894991107,-10292.356502772309,-10187.649313576054,,,
meanItemRT,Information value,gpt2_medium,4,2,All,mean,8,0.2662685128681985,0.26622064416470614,2554153.433892485,2554341.906833038,0.02502792012210009,0.025000433618153184,-8720.739792556502,-8616.032603360247,,,
meanItemRT,Information value,gpt2_medium,6,3,All,mean,8,0.26368366721538716,0.2636356298763485,2555069.8611720647,2555258.3341126177,0.022443074469288726,0.022415419329795516,-7804.312512977049,-7699.605323780794,,,
meanItemRT,Information value,gpt2_medium,8,4,All,mean,8,0.261134529574624,0.26108632592963277,2555970.483229794,2556158.956170347,0.019893936828525582,0.019866115383079808,-6903.690455247648,-6798.983266051393,,,
meanItemRT,Information value,gpt2_medium,10,5,All,mean,8,0.25891259772985,0.2588642491258397,2556752.9710412375,2556941.4439817904,0.017672004983751544,0.017644038579286758,-6121.202643804252,-6016.495454607997,,,
meanItemRT,Information value,gpt2_medium,12,6,All,mean,8,0.2594245226498515,0.2593762074438657,2556572.896923495,2556761.369864048,0.01818392990375306,0.01815599689731273,-6301.276761546731,-6196.569572350476,,,
meanItemRT,Information value,gpt2_medium,14,7,All,mean,8,0.26007039534214926,0.26002212227295185,2556345.527816757,2556534.00075731,0.018829802596050826,0.01880191172639889,-6528.645868284628,-6423.938679088373,,,
meanItemRT,Information value,gpt2_medium,16,8,All,mean,8,0.2610637770800086,0.2610155688191188,2555995.43607116,2556183.9090117128,0.01982318433391017,0.019795358272565844,-6878.737613881938,-6774.030424685683,,,
meanItemRT,Information value,gpt2_medium,18,9,All,mean,8,0.2579656448179891,0.2579172344346917,2557085.7424801365,2557274.2154206894,0.016725052071890678,0.016697023888138762,-5788.431204905268,-5683.724015709013,,,
meanItemRT,Information value,gpt2_medium,20,10,All,mean,8,0.2544339379937156,0.2543852972015701,2558323.0953695886,2558511.5683101416,0.013193345247617172,0.013165086655017144,-4551.078315453138,-4446.371126256883,,,
meanItemRT,Information value,gpt2_medium,22,11,All,mean,8,0.2529981653142708,0.2529494308521958,2558824.4512702217,2559012.9242107747,0.011757572568172336,0.011729220305642829,-4049.7224148199894,-3945.0152256237343,,,
meanItemRT,Information value,gpt2_medium,24,12,All,mean,8,0.24456978677625063,0.24452050244605594,2561748.2546068225,2561936.7275473755,0.003329194030152194,0.003300291899502983,-1125.9190782192163,-1021.2118890229613,,,
meanItemRT,Information value,gpt2_medium,All,All,1,mean,8,0.25485647792655586,0.25479928523797546,2558181.365220977,2558401.250318289,0.013615885180457421,0.013579074691422499,-4692.8084640647285,-4556.6891181096435,,,
meanItemRT,Information value,gpt2_medium,All,All,2,mean,8,0.2843757860676759,0.28432085910180205,2547647.7235205546,2547867.6086178664,0.04313519332157745,0.04310064855524909,-15226.45016448712,-15090.330818532035,,,
meanItemRT,Information value,gpt2_medium,All,All,3,mean,8,0.27527928393153556,0.27522365877343646,2550939.3314475114,2551159.2165448233,0.03403869118543712,0.034003448226883504,-11934.842237530276,-11798.722891575191,,,
meanItemRT,Information value,gpt2_medium,All,All,4,mean,8,0.27377620858593643,0.2737204680609079,2551479.245351469,2551699.130448781,0.032535615839837995,0.032500257514354924,-11394.928333572578,-11258.808987617493,,,
meanItemRT,Information value,gpt2_medium,All,All,5,mean,8,0.2740220882026657,0.2739663665498624,2551391.0003737905,2551610.8854711023,0.03278149545656728,0.032746156003309435,-11483.173311251216,-11347.05396529613,,,
meanItemRT,Information value,gpt2_medium,All,All,6,mean,8,0.273518252534497,0.2734624922103295,2551571.7923930916,2551791.6774904034,0.03227765978839858,0.03224228166377652,-11302.381291950122,-11166.261945995037,,,
meanItemRT,Information value,gpt2_medium,All,All,7,mean,8,0.2748476754754584,0.27479201718971713,2551094.482380259,2551314.3674775707,0.03360708272935997,0.03357180664316417,-11779.691304782871,-11643.571958827786,,,
meanItemRT,Information value,gpt2_medium,All,All,8,mean,8,0.2747981547777072,0.274742492691058,2551112.277753289,2551332.1628506007,0.033557562031608756,0.03352228214450503,-11761.895931752864,-11625.77658579778,,,
meanItemRT,Information value,gpt2_medium,All,All,9,mean,8,0.27450222938882907,0.2744465445887454,2551218.593879662,2551438.478976974,0.03326163664273063,0.03322633404219244,-11655.579805379733,-11519.460459424648,,,
meanItemRT,Information value,gpt2_medium,All,All,10,mean,8,0.2745331973526616,0.2744775149294906,2551207.4701545145,2551427.3552518263,0.033292604606563136,0.033257304382937614,-11666.703530527186,-11530.5841845721,,,
meanItemRT,Information value,gpt2_medium,All,All,All,mean,9,0.3376644612428267,0.3373160737208567,2528254.695040855,2529699.6547813206,0.09744051756432037,0.09711253947334364,-35507.039910150226,-34145.84595174063,,,
meanItemRT,Information value,gpt2_medium,All,All,All,min,9,0.2996913466795722,0.2993229853550353,2542782.5763836913,2544227.536124157,0.0594674030010659,0.05911945110752226,-20979.158567314036,-19617.96460890444,,,
meanItemRT,Information value,gpt2_medium,All,All,All,max,9,0.3077527514663939,0.3073886304289516,2539765.4116942263,2541210.371434692,0.06752880778788761,0.06718509618143853,-23996.323256778996,-22635.1292983694,,,
meanItemRT,Information value,gpt2_medium,0,0,All,mean,9,0.27072977254115016,0.27068219507319713,2553102.7130509336,2553291.1860605595,0.030505828862643858,0.030478660825684067,-10659.021900071763,-10554.314672501758,,,
meanItemRT,Information value,gpt2_medium,2,1,All,mean,9,0.2692362955950304,0.2691886206928905,2553635.841428356,2553824.3144379817,0.02901235191652407,0.02898508644537745,-10125.893522649538,-10021.186295079533,,,
meanItemRT,Information value,gpt2_medium,4,2,All,mean,9,0.2648869404839599,0.2648389818306184,2555182.251807613,2555370.7248172387,0.024662996805453585,0.02463544758310532,-8579.483143392485,-8474.77591582248,,,
meanItemRT,Information value,gpt2_medium,6,3,All,mean,9,0.2624035052345698,0.262355384562327,2556061.1371524343,2556249.6101620602,0.022179561556063487,0.022151850314813926,-7700.597798570991,-7595.890571000986,,,
meanItemRT,Information value,gpt2_medium,8,4,All,mean,9,0.2599106025827913,0.2598623192739955,2556940.4019357217,2557128.8749453477,0.019686658904285004,0.01965878502648244,-6821.33301528357,-6716.625787713565,,,
meanItemRT,Information value,gpt2_medium,10,5,All,mean,9,0.25775684550954225,0.2577084216899943,2557697.6661794498,2557886.1391890757,0.017532901831035952,0.017504887442481243,-6064.068771555554,-5959.361543985549,,,
meanItemRT,Information value,gpt2_medium,12,6,All,mean,9,0.25829110301764013,0.25824271405296284,2557510.0255596833,2557698.4985693092,0.01806715933913383,0.01803917980544978,-6251.709391321987,-6147.002163751982,,,
meanItemRT,Information value,gpt2_medium,14,7,All,mean,9,0.2589185908901449,0.2588702428626718,2557289.468126513,2557477.941136139,0.018694647211638604,0.018666708615158734,-6472.266824492253,-6367.559596922249,,,
meanItemRT,Information value,gpt2_medium,16,8,All,mean,9,0.25987138834441026,0.259823102477284,2556954.209407835,2557142.6824174607,0.019647444665903957,0.019619568229770956,-6807.525543170515,-6702.818315600511,,,
meanItemRT,Information value,gpt2_medium,18,9,All,mean,9,0.2568106690861245,0.2567621835381846,2558029.648791687,2558218.121801313,0.016586725407618186,0.016558649290671523,-5732.08615931822,-5627.378931748215,,,
meanItemRT,Information value,gpt2_medium,20,10,All,mean,9,0.25327148301787294,0.25322276657402454,2559267.6981640067,2559456.1711736326,0.013047539339366643,0.013019232326511476,-4494.036786998622,-4389.329559428617,,,
meanItemRT,Information value,gpt2_medium,22,11,All,mean,9,0.2518720060066617,0.2518231982611665,2559755.633715824,2559944.10672545,0.011648062328155406,0.011619664013653441,-4006.101235181093,-3901.3940076110885,,,
meanItemRT,Information value,gpt2_medium,24,12,All,mean,9,0.24360315326076698,0.2435538060566984,2562620.1173314755,2562808.5903411014,0.0033792095822606782,0.0033502718091853456,-1141.6176195298322,-1036.9103919598274,,,
meanItemRT,Information value,gpt2_medium,All,All,1,mean,9,0.2536309229218743,0.2535736363869876,2559148.2298168885,2559368.1149947853,0.013406979243367978,0.013370102139474538,-4613.505134116858,-4477.385738275945,,,
meanItemRT,Information value,gpt2_medium,All,All,2,mean,9,0.28312338985817653,0.28306836697714144,2548641.9553266233,2548861.84050452,0.04289944617967023,0.04286483272962838,-15119.779624382034,-14983.66022854112,,,
meanItemRT,Information value,gpt2_medium,All,All,3,mean,9,0.2740875110722577,0.2740317946547389,2551906.099227175,2552125.984405072,0.033863567393751404,0.03382826040722586,-11855.6357238302,-11719.516327989288,,,
meanItemRT,Information value,gpt2_medium,All,All,4,mean,9,0.27240630648664876,0.2723504610305777,2552508.936297506,2552728.821475403,0.03218236280814246,0.03214692678306463,-11252.798653499223,-11116.67925765831,,,
meanItemRT,Information value,gpt2_medium,All,All,5,mean,9,0.2724649340212185,0.2724090930650235,2552487.9374101935,2552707.8225880903,0.03224099034271222,0.032205558817510416,-11273.797540811822,-11137.678144970909,,,
meanItemRT,Information value,gpt2_medium,All,All,6,mean,9,0.27188514428343036,0.2718292588262692,2552695.528964282,2552915.414142179,0.031661200604924056,0.03162572457875612,-11066.205986723304,-10930.08659088239,,,
meanItemRT,Information value,gpt2_medium,All,All,7,mean,9,0.2731949911314707,0.2731392062098079,2552226.3077516193,2552446.192929516,0.03297104745296442,0.032935671962294855,-11535.42719938606,-11399.307803545147,,,
meanItemRT,Information value,gpt2_medium,All,All,8,mean,9,0.27307150542555714,0.2730157110259184,2552270.5796316373,2552490.464809534,0.032847561747050835,0.03281217677840531,-11491.155319368001,-11355.035923527088,,,
meanItemRT,Information value,gpt2_medium,All,All,9,mean,9,0.27276610183354544,0.27271028399307273,2552380.040102669,2552599.925280566,0.032542158155039136,0.03250674974555967,-11381.69484833628,-11245.575452495366,,,
meanItemRT,Information value,gpt2_medium,All,All,10,mean,9,0.272821220225828,0.2727654066158919,2552360.2883806727,2552580.1735585695,0.032597276547321696,0.03256187236837882,-11401.446570332628,-11265.327174491715,,,
meanItemRT,Information value,gpt2_large,All,All,All,mean,full,0.3614996893818181,0.361197439147533,2798518.7991422014,2799978.2981572254,0.12201906789417194,0.12173520412553274,-50376.16427968582,-49001.27390321391,266889496.7711787,51003276.09118083,0.0
meanItemRT,Information value,gpt2_large,All,All,All,min,full,0.29809380126971086,0.2977615362582702,2825932.6073382436,2827392.1063532676,0.058613179782064706,0.05829930123626992,-22962.356083643623,-21587.46570717171,293392797.2224911,24499975.63986844,0.0
meanItemRT,Information value,gpt2_large,All,All,All,max,full,0.3162342549629107,0.31591057719299154,2818350.942208682,2819810.441223706,0.07675363347526454,0.07644834217099128,-30544.021213205066,-29169.13083673315,285810190.797928,32082582.064431548,0.0
meanItemRT,Information value,gpt2_large,0,0,All,mean,full,0.2786087355422572,0.2785663785874034,2833621.0045231786,2833811.373959921,0.03912811405461103,0.03910414356540315,-15273.95889870869,-15168.198100518435,301537443.8265289,16355329.035830617,0.0
meanItemRT,Information value,gpt2_large,3,1,All,mean,full,0.2749711014737668,0.27492853093287506,2835077.393965807,2835267.763402549,0.03549047998612065,0.0354662959108748,-13817.56945608044,-13711.808657890186,303057954.16901743,14834818.69334209,0.0
meanItemRT,Information value,gpt2_large,6,2,All,mean,full,0.27218762477736225,0.2721448908028353,2836186.880452244,2836377.2498889863,0.0327070032897161,0.03268265578083507,-12708.082969643176,-12602.32217145292,304221431.59013015,13671341.272229373,0.0
meanItemRT,Information value,gpt2_large,9,3,All,mean,full,0.27917537524473846,0.2791330515605015,2833393.4796860493,2833583.8491227916,0.039694753757092305,0.03967081653850124,-15501.483735837974,-15395.722937647719,301300591.65507203,16592181.20728749,0.0
meanItemRT,Information value,gpt2_large,12,4,All,mean,full,0.27301468358637815,0.2729719981731443,2835857.6606875276,2836048.03012427,0.033534062098732,0.03350976315114407,-13037.302734359633,-12931.541936169378,303875725.71392673,14017047.148432791,0.0
meanItemRT,Information value,gpt2_large,15,5,All,mean,full,0.2656737809678871,0.26563066452880624,2838766.785594631,2838957.1550313733,0.026193159480240924,0.02616842950680598,-10128.177827256266,-10022.417029066011,306944181.2387149,10948591.62364465,0.0
meanItemRT,Information value,gpt2_large,18,6,All,mean,full,0.2640369771241341,0.26399376457905643,2839411.4684208813,2839601.8378576236,0.024556355636487948,0.024531529557056175,-9483.49500100594,-9377.734202815685,307628355.9319886,10264416.930370927,0.0
meanItemRT,Information value,gpt2_large,21,7,All,mean,full,0.26249381285009454,0.26245050969712813,2840017.9579663603,2840208.3274031025,0.023013191362448393,0.022988274675127873,-8877.005455526989,-8771.244657336734,308273389.8179313,9619383.04442823,0.0
meanItemRT,Information value,gpt2_large,24,8,All,mean,full,0.25976894025449004,0.25972547710886607,2841085.7865415253,2841276.1559782675,0.020288318766843894,0.020263242086865807,-7809.176880361978,-7703.416082171723,309412371.05836695,8480401.80399257,0.0
meanItemRT,Information value,gpt2_large,27,9,All,mean,full,0.2566517399553605,0.256608093781304,2842302.551355671,2842492.9207924134,0.017171118467714352,0.017145858759303745,-6592.412066216115,-6486.65126802586,310715343.0465312,7177429.815828323,0.0
meanItemRT,Information value,gpt2_large,30,10,All,mean,full,0.25325823705061157,0.2532143916248364,2843621.38049499,2843811.749931732,0.013777615562965417,0.01375215660283613,-5273.582926897332,-5167.822128707077,312133807.9516823,5758964.910677195,0.0
meanItemRT,Information value,gpt2_large,33,11,All,mean,full,0.25286441280353344,0.2528205442541127,2843774.04553079,2843964.4149675323,0.013383791315887295,0.013358309232112453,-5120.917891097255,-5015.157092907,312298424.2461007,5594348.6162588,0.0
meanItemRT,Information value,gpt2_large,36,12,All,mean,full,0.26029697127330764,0.2602535391313666,2840879.1680696337,2841069.537506376,0.020816349785661492,0.02079130410936636,-8015.795352253597,-7910.0345540633425,309191657.0969981,8701115.765361428,0.0
meanItemRT,Information value,gpt2_large,All,All,1,mean,full,0.2644258729835922,0.26437506103262254,2839264.4251764817,2839486.522852681,0.024945251495946064,0.02491282601062228,-9630.538245405536,-9493.049207758158,307465799.6755528,10426973.186806738,0.0
meanItemRT,Information value,gpt2_large,All,All,2,mean,full,0.29112600201126426,0.29107703445040733,2828558.7775010476,2828780.875177247,0.05164538052361811,0.05161479942840708,-20336.185920839664,-20198.696883192286,296305297.66573906,21587475.196620464,0.0
meanItemRT,Information value,gpt2_large,All,All,3,mean,full,0.286561368590189,0.286512085713824,2830417.2853322444,2830639.3830084438,0.04708074710254284,0.04704985069182377,-18477.678089642897,-18340.18905199552,298213288.4629811,19679484.39937842,0.0
meanItemRT,Information value,gpt2_large,All,All,4,mean,full,0.29297626765655993,0.2929274279082562,2827802.0238728607,2828024.12154906,0.05349564616891378,0.05346519288625595,-21092.939549026545,-20955.450511379167,295531897.1540183,22360875.70834124,0.0
meanItemRT,Information value,gpt2_large,All,All,5,mean,full,0.29580088252508685,0.29575223789538085,2826642.936202418,2826865.0338786175,0.0563202610374407,0.056290002873380596,-22252.027219469193,-22114.538181821816,294351224.21103466,23541548.65132487,0.0
meanItemRT,Information value,gpt2_large,All,All,6,mean,full,0.2947489973090093,0.2947002800172315,2827075.12229346,2827297.2199696596,0.055268375821363125,0.05523804499523122,-21819.84112842707,-21682.352090779692,294790906.2461274,23101866.616232097,0.0
meanItemRT,Information value,gpt2_large,All,All,7,mean,full,0.29267485112796465,0.29262599055842575,2827925.4373487374,2828147.535024937,0.0531942296403185,0.053163755536425494,-20969.52607314987,-20832.037035502493,295657887.54791087,22234885.314448655,0.0
meanItemRT,Information value,gpt2_large,All,All,8,mean,full,0.29062362680134124,0.2905746245374359,2828763.90664991,2828986.0043261093,0.05114300531369509,0.05111238951543562,-20131.05677197734,-19993.56773432996,296515287.64497155,21377485.217387974,0.0
meanItemRT,Information value,gpt2_large,All,All,9,mean,full,0.29051568820006723,0.29046667847998486,2828807.961030192,2829030.0587063916,0.051035066712421084,0.051004443457984605,-20087.002391695045,-19949.513354047667,296560405.3661334,21332367.496226132,0.0
meanItemRT,Information value,gpt2_large,All,All,10,mean,full,0.2889942914091338,0.2889451765940837,2829428.1964159454,2829650.294092145,0.049513669921487646,0.04948294157208344,-19466.76700594183,-19329.277968294453,297196340.5679947,20696432.29436481,0.0
meanItemRT,Information value,gpt2_large,0,0,1,mean,full,0.23948090616586093,0.2394598929975571,2848896.855037651,2848992.039756022,2.846782147791771e-07,-2.3420244431582304e-06,1.891615763772279,12.467695582658052,317892653.86848557,118.99387395381927,0.7419952997572037
meanItemRT,Information value,gpt2_large,0,0,2,mean,full,0.2530348581773786,0.2530142195052276,2843689.982665304,2843785.167383675,0.013554236689732435,0.013551984483227364,-5204.980756583158,-5194.404676764272,312227179.0496678,5665593.812691748,0.0
meanItemRT,Information value,gpt2_large,0,0,3,mean,full,0.25133372687024147,0.2513130411957749,2844348.6490670852,2844443.833785456,0.01185310538259532,0.011850806173774653,-4546.314354802016,-4535.73827498313,312938242.2566127,4954530.605746806,0.0
meanItemRT,Information value,gpt2_large,0,0,4,mean,full,0.2564151496888891,0.25639460441430706,2842376.6933291825,2842471.8780475534,0.01693452820124297,0.0169323693923068,-6518.270092704799,-6507.694012885913,310814236.43171746,7078536.430642068,0.0
meanItemRT,Information value,gpt2_large,0,0,5,mean,full,0.2598908891612579,0.25987043992147507,2841020.0810413975,2841115.2657597684,0.02041026767361176,0.020408204899474813,-7874.882380489726,-7864.30630067084,309361397.10922736,8531375.753132164,0.0
meanItemRT,Information value,gpt2_large,0,0,6,mean,full,0.2618792860244926,0.2618588917241824,2840241.1241283384,2840336.3088467093,0.02239866453684647,0.02239665670218216,-8653.839293548837,-8643.263213729952,308530258.53437483,9362514.32798469,0.0
meanItemRT,Information value,gpt2_large,0,0,7,mean,full,0.26385337193771885,0.26383303218146925,2839465.6949678003,2839560.879686171,0.0243727504500727,0.024370797159468993,-9429.268454086967,-9418.692374268081,307705101.85519654,10187671.007162988,0.0
meanItemRT,Information value,gpt2_large,0,0,8,mean,full,0.26459732999152297,0.2645770107908596,2839172.9255319918,2839268.1102503627,0.025116708503876817,0.025114775768859343,-9722.037889895495,-9711.46181007661,307394131.62182826,10498641.240531266,0.0
meanItemRT,Information value,gpt2_large,0,0,9,mean,full,0.2649200275902859,0.264899717305768,2839045.8424017904,2839141.0271201613,0.025439406102639728,0.025437482283767743,-9849.12102009682,-9838.544940277934,307259245.86169493,10633527.000664592,0.0
meanItemRT,Information value,gpt2_large,0,0,10,mean,full,0.26410499678403077,0.26408466398018415,2839366.706295465,2839461.891013836,0.024624375296384615,0.024622428958183895,-9528.257126422133,-9517.681046603248,307599924.1011837,10292848.761175811,0.0
meanItemRT,Information value,gpt2_large,3,1,1,mean,full,0.24015501191104904,0.24013401736830975,2848640.0919905026,2848735.2767088735,0.000674390423402893,0.0006717823463094907,-254.87143138470128,-244.2953515658155,317610881.5026591,281891.35970044136,8.285565418182383e-58
meanItemRT,Information value,gpt2_large,3,1,2,mean,full,0.259371444877189,0.259350981285143,2841223.229219045,2841318.413937416,0.019890823389542844,0.019888746263142743,-7671.734202842228,-7661.158123023342,309578521.8643298,8314250.998029709,0.0
meanItemRT,Information value,gpt2_large,3,1,3,mean,full,0.25228506284928665,0.25226440346026535,2843980.482965296,2844075.667683667,0.012804441361640495,0.012802168438265094,-4914.480456591118,-4903.904376772232,312540589.23047423,5352183.63188529,0.0
meanItemRT,Information value,gpt2_large,3,1,4,mean,full,0.254195048128495,0.2541744415124316,2843239.904104324,2843335.088822695,0.014714426640848877,0.014712206490431368,-5655.059317563195,-5644.483237744309,311742226.25158274,6150546.610776782,0.0
meanItemRT,Information value,gpt2_large,3,1,5,mean,full,0.25502837717800353,0.25500779358685,2842916.194137053,2843011.378855424,0.015547755690357379,0.015545558564849737,-5978.769284834154,-5968.193205015268,311393899.45053107,6498873.411828458,0.0
meanItemRT,Information value,gpt2_large,3,1,6,mean,full,0.2561595807073308,0.25613902837136904,2842476.193781798,2842571.3785001687,0.016678959219684653,0.01667679334936878,-6418.769640089478,-6408.193560270593,310921062.81182116,6971710.050538361,0.0
meanItemRT,Information value,gpt2_large,3,1,7,mean,full,0.25683332709040474,0.25681279337007834,2842213.8108976185,2842308.9956159894,0.01735270560275859,0.017350558348078082,-6681.15252426872,-6670.5764444498345,310639440.65731364,7253332.205045879,0.0
meanItemRT,Information value,gpt2_large,3,1,8,mean,full,0.25721412627224216,0.2571936030734101,2842065.407740371,2842160.5924587417,0.01773350478459601,0.017731368051409846,-6829.555681516416,-6818.979601697531,310480268.7660532,7412504.096306324,0.0
meanItemRT,Information value,gpt2_large,3,1,9,mean,full,0.2575381119549748,0.2575175977078781,2841939.085742993,2842034.2704613637,0.01805749046732863,0.018055362685877818,-6955.877678894438,-6945.301599075552,310344844.59414977,7547928.268209755,0.0
meanItemRT,Information value,gpt2_large,3,1,10,mean,full,0.2572540894524886,0.25723356735784053,2842049.829078255,2842145.013796626,0.01777346796484247,0.017771332335840273,-6845.134343632031,-6834.5582638131455,310463564.38410074,7429208.478258789,0.0
meanItemRT,Information value,gpt2_large,6,2,1,mean,full,0.24033749483715727,0.24031650533642746,2848570.5461024474,2848665.7308208183,0.0008568733495111225,0.0008542703144271968,-324.4173194398172,-313.84123962093145,317534604.67787385,358168.1844856739,5.827004339413634e-73
meanItemRT,Information value,gpt2_large,6,2,2,mean,full,0.25828889827870993,0.25826840477586477,2841646.142198966,2841741.326917337,0.018808276791063783,0.01880616975386451,-7248.821222921368,-7238.245143102482,310031020.18280315,7861752.67955637,0.0
meanItemRT,Information value,gpt2_large,6,2,3,mean,full,0.2504683192027056,0.25044760961699586,2844683.1548670847,2844778.3395854556,0.010987697715059475,0.0109853745949956,-4211.808554802556,-4201.23247498367,313299977.7374725,4592795.124887049,0.0
meanItemRT,Information value,gpt2_large,6,2,4,mean,full,0.25123653622467357,0.2512158478648262,2844386.2354106028,2844481.4201289737,0.011755914737027418,0.011753612842825945,-4508.728011284489,-4498.151931465603,312978867.39344525,4913905.46891427,0.0
meanItemRT,Information value,gpt2_large,6,2,5,mean,full,0.25219723015578743,0.25217656833994584,2844014.4937542826,2844109.6784726535,0.012716608668141283,0.01271433331794558,-4880.469667604659,-4869.893587785773,312577302.79658884,5315470.065770686,0.0
meanItemRT,Information value,gpt2_large,6,2,6,mean,full,0.253235812504105,0.2532151793843288,2843612.075478781,2843707.260197152,0.013755191016458834,0.013752944362328545,-5282.887943106238,-5272.311863287352,312143181.2845264,5749591.577833116,0.0
meanItemRT,Information value,gpt2_large,6,2,7,mean,full,0.25378879840317015,0.2537681805624131,2843397.5822961545,2843492.7670145254,0.014308176915523996,0.014305945540412868,-5497.381125732791,-5486.805045913905,311912036.3252073,5980736.537152231,0.0
meanItemRT,Information value,gpt2_large,6,2,8,mean,full,0.2542692079672917,0.2542486034002672,2843211.111087094,2843306.295805465,0.014788586479645538,0.014786368378266967,-5683.852334793191,-5673.276254974306,311711227.8609353,6181545.001424253,0.0
meanItemRT,Information value,gpt2_large,6,2,9,mean,full,0.254677313910851,0.2546567206198075,2843052.6101714307,2843147.7948898016,0.015196692423204872,0.015194485597807228,-5842.353250456508,-5831.7771706376225,311540641.8986506,6352130.963708937,0.0
meanItemRT,Information value,gpt2_large,6,2,10,mean,full,0.25452276563878196,0.25450216807756454,2843112.6441131895,2843207.8288315604,0.015042144151135806,0.01503993305556428,-5782.319308697712,-5771.743228878826,311605242.1969957,6287530.665363848,0.0
meanItemRT,Information value,gpt2_large,9,3,1,mean,full,0.2446736825523339,0.24465281286061735,2846913.0523618353,2847008.237080206,0.005193061064687754,0.005190577838617094,-1981.9110600519925,-1971.3349802331068,315722102.8858412,2170669.976518333,0.0
