y,metric,model,layer,layer_idx,horizon,aggregation,fold,rsquared,rsquared_adj,aic,bic,delta_rsquared,delta_rsquared_adj,delta_rsquared_aic,delta_rsquared_bic,anova_baseline_rss,anova_baseline_delta_ss,anova_baseline_p,anova_surprisal_rss,anova_surprisal_delta_ss,anova_surprisal_p
meanItemRT,Information value,gpt2_large,All,All,All,max,1,0.2989665150926206,0.2986004640594466,2543040.2430089386,2544474.731500926,0.08881430702943893,0.08846644219416289,-30824.852414566558,-29463.65895501664,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,All,mean,1,0.3317381343228194,0.3313891952897656,2530564.1640089722,2531998.6525009596,0.12158592625963771,0.12125517342448189,-43300.93141453294,-41939.73795498302,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,All,min,1,0.28472510959894526,0.2843516222858973,2548281.1213021185,2549715.609794106,0.07457290153576357,0.07421760042061354,-25583.97412138665,-24222.780661836732,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,All,max,1,0.30318017686412924,0.30281632603291153,2541469.179299763,2542903.6677917503,0.09302796880094755,0.0926823041676278,-32395.916123742238,-31034.72266419232,,,,,,
meanItemRT,Information value,gpt2_small,0,0,All,mean,1,0.2574558281024103,0.257410234259706,2557791.3575474676,2557969.3597691013,0.04730362003922861,0.04727621239442226,-16073.737876037601,-15969.030686841346,,,,,,
meanItemRT,Information value,gpt2_small,1,1,All,mean,1,0.26159471799907297,0.26154937829329694,2556334.7613361394,2556512.763557773,0.05144250993589128,0.051415356428013204,-17530.334087365773,-17425.626898169518,,,,,,
meanItemRT,Information value,gpt2_small,2,2,All,mean,1,0.2606101941818594,0.260564794024159,2556681.9827333395,2556859.984954973,0.05045798611867769,0.05043077215887526,-17183.11269016564,-17078.405500969384,,,,,,
meanItemRT,Information value,gpt2_small,3,3,All,mean,1,0.2476210830117247,0.24757488529407579,2561220.1794795347,2561398.1817011684,0.03746887494854301,0.03744086342879205,-12644.915943970438,-12540.208754774183,,,,,,
meanItemRT,Information value,gpt2_small,4,4,All,mean,1,0.24773206013474192,0.24768586923133207,2561181.7386024455,2561359.740824079,0.03757985207156023,0.03755184736604833,-12683.356821059715,-12578.64963186346,,,,,,
meanItemRT,Information value,gpt2_small,5,5,All,mean,1,0.24710190815306243,0.2470556785569371,2561399.938896164,2561577.9411177975,0.036949700089880744,0.03692165669165337,-12465.156527341343,-12360.449338145088,,,,,,
meanItemRT,Information value,gpt2_small,6,6,All,mean,1,0.2455881564391258,0.24554183389532125,2561923.3544691824,2562101.356690816,0.035435948375944104,0.03540781203003751,-11941.74095432274,-11837.033765126485,,,,,,
meanItemRT,Information value,gpt2_small,7,7,All,mean,1,0.24594397148338865,0.2458976707874091,2561800.417455938,2561978.419677572,0.03579176342020696,0.03576364892212536,-12064.677967566997,-11959.970778370742,,,,,,
meanItemRT,Information value,gpt2_small,8,8,All,mean,1,0.24682065959149957,0.24677441272609502,2561497.266811632,2561675.2690332658,0.03666845152831788,0.03664039086081128,-12367.82861187309,-12263.121422676835,,,,,,
meanItemRT,Information value,gpt2_small,9,9,All,mean,1,0.24651572213581197,0.24646945654657804,2561602.7513690023,2561780.753590636,0.036363514072630276,0.0363354346812943,-12262.3440545029,-12157.636865306646,,,,,,
meanItemRT,Information value,gpt2_small,10,10,All,mean,1,0.24454436786635514,0.24449798123164013,2562283.6577236275,2562461.659945261,0.03439215980317345,0.03436395936635639,-11581.437699877657,-11476.730510681402,,,,,,
meanItemRT,Information value,gpt2_small,11,11,All,mean,1,0.24213053969502873,0.24208400484596349,2563114.978997658,2563292.9812192917,0.031978331631847046,0.03194998298067975,-10750.116425847169,-10645.409236650914,,,,,,
meanItemRT,Information value,gpt2_small,12,12,All,mean,1,0.2317327812129789,0.2316856079187105,2566665.9524293593,2566843.954650993,0.021580573149797222,0.021551586053426774,-7199.142994145863,-7094.435804949608,,,,,,
meanItemRT,Information value,gpt2_medium,0,0,All,mean,1,0.25571579818884593,0.255670097504484,2558401.302273204,2558579.3044948378,0.045563590125664244,0.04553607563920026,-15463.793150301091,-15359.085961104836,,,,,,
meanItemRT,Information value,gpt2_medium,2,1,All,mean,1,0.26205692563981564,0.2620116143146036,2556171.5904404055,2556349.592662039,0.05190471757663395,0.05187759244931989,-17693.504983099643,-17588.797793903388,,,,,,
meanItemRT,Information value,gpt2_medium,4,2,All,mean,1,0.24875949356571891,0.24871336574897784,2560825.5809368934,2561003.583158527,0.038607285502537225,0.038579343883694106,-13039.51448661182,-12934.807297415566,,,,,,
meanItemRT,Information value,gpt2_medium,6,3,All,mean,1,0.24598962319268314,0.24594332529981877,2561784.6402176116,2561962.6424392452,0.03583741512950145,0.035809303434535034,-12080.45520589361,-11975.748016697355,,,,,,
meanItemRT,Information value,gpt2_medium,8,4,All,mean,1,0.2453621321019387,0.2453157956797435,2562001.4176185965,2562179.41984023,0.035209924038757,0.03518177381445975,-11863.677804908715,-11758.97061571246,,,,,,
meanItemRT,Information value,gpt2_medium,10,5,All,mean,1,0.2437238928273937,0.2436774558137096,2562566.526552458,2562744.5287740915,0.03357168476421202,0.03354343394842585,-11298.568871047348,-11193.861681851093,,,,,,
meanItemRT,Information value,gpt2_medium,12,6,All,mean,1,0.2445097914943074,0.24446340273652722,2562295.5845510135,2562473.586772647,0.034357583431125716,0.03432938087124349,-11569.510872491635,-11464.80368329538,,,,,,
meanItemRT,Information value,gpt2_medium,14,7,All,mean,1,0.24605754164815863,0.24601124792563656,2561761.1658203206,2561939.1680419543,0.03590533358497694,0.03587722606035282,-12103.929603184573,-11999.222413988318,,,,,,
meanItemRT,Information value,gpt2_medium,16,8,All,mean,1,0.24731183948749458,0.24726562278161424,2561327.267076234,2561505.2692978675,0.03715963142431289,0.0371316009163305,-12537.828347271308,-12433.121158075053,,,,,,
meanItemRT,Information value,gpt2_medium,18,9,All,mean,1,0.2441758220666197,0.24412941280238332,2562410.7563924645,2562588.758614098,0.03402361400343801,0.03399539093709958,-11454.339031040668,-11349.631841844413,,,,,,
meanItemRT,Information value,gpt2_medium,20,10,All,mean,1,0.24048317267726516,0.24043653667624754,2563680.812672047,2563858.8148936806,0.030330964614083467,0.0303025148109638,-10184.282751458231,-10079.575562261976,,,,,,
meanItemRT,Information value,gpt2_medium,22,11,All,mean,1,0.23867759015037482,0.23863084328262518,2564299.581812919,2564477.584034553,0.02852538208719313,0.028496821417341445,-9565.513610586058,-9460.806421389803,,,,,,
meanItemRT,Information value,gpt2_medium,24,12,All,mean,1,0.23115969927861346,0.23111249079585583,2566860.2676852704,2567038.269906904,0.021007491215431773,0.02097846893057209,-7004.827738234773,-6900.120549038518,,,,,,
meanItemRT,Information value,gpt2_large,0,0,All,mean,1,0.2666291762721372,0.26658414569315425,2554551.942969711,2554729.9451913447,0.056476968208955536,0.05645012382787051,-19313.152453794144,-19208.44526459789,,,,,,
meanItemRT,Information value,gpt2_large,3,1,All,mean,1,0.26445001913770005,0.2644048547536838,2555325.130590309,2555503.1328119426,0.054297811074518365,0.05427083288840007,-18539.964833196253,-18435.257643999998,,,,,,
meanItemRT,Information value,gpt2_large,6,2,All,mean,1,0.26325156622968027,0.2632063282580238,2555749.3784234966,2555927.3806451303,0.05309935816649858,0.053072306392740076,-18115.71700000856,-18011.009810812306,,,,,,
meanItemRT,Information value,gpt2_large,9,3,All,mean,1,0.2710746045602348,0.2710298469403104,2552967.5095383977,2553145.5117600313,0.06092239649705311,0.060895825075026666,-20897.585885107517,-20792.878695911262,,,,,,
meanItemRT,Information value,gpt2_large,12,4,All,mean,1,0.2619665087695118,0.2619211918925054,2556203.517903869,2556381.5201255027,0.051814300706330085,0.05178717002722166,-17661.577519636136,-17556.87033043988,,,,,,
meanItemRT,Information value,gpt2_large,15,5,All,mean,1,0.2529815756907208,0.2529357071190934,2559356.87328015,2559534.8755017836,0.04282936762753908,0.042801685253809674,-14508.222143355291,-14403.514954159036,,,,,,
meanItemRT,Information value,gpt2_large,18,6,All,mean,1,0.2507456182518629,0.2506996123875389,2560135.7119039656,2560313.7141255992,0.040593410188681234,0.04056559052225517,-13729.38351953961,-13624.676330343354,,,,,,
meanItemRT,Information value,gpt2_large,21,7,All,mean,1,0.2486965828780906,0.24865045119849516,2560847.4027917786,2561025.4050134122,0.03854437481490891,0.03851642933321142,-13017.692631726619,-12912.985442530364,,,,,,
meanItemRT,Information value,gpt2_large,24,8,All,mean,1,0.2462173124148921,0.24617102850264594,2561705.9365188153,2561883.938740449,0.0360651043517104,0.0360370066373622,-12159.15890468983,-12054.451715493575,,,,,,
meanItemRT,Information value,gpt2_large,27,9,All,mean,1,0.24214961678644964,0.24210308310875972,2563108.4192424724,2563286.421464106,0.03199740872326795,0.03196906124347598,-10756.676181032788,-10651.968991836533,,,,,,
meanItemRT,Information value,gpt2_large,30,10,All,mean,1,0.23852555586596003,0.23847879966297147,2564351.6166228596,2564529.6188444933,0.028373347802778337,0.028344777797687737,-9513.478800645564,-9408.771611449309,,,,,,
meanItemRT,Information value,gpt2_large,33,11,All,mean,1,0.2395051414517102,0.23945844539742767,2564016.164178539,2564194.1664001727,0.029352933388528513,0.02932442353214393,-9848.931244966108,-9744.224055769853,,,,,,
meanItemRT,Information value,gpt2_large,36,12,All,mean,1,0.2443706861943118,0.24432428889516078,2562343.562233916,2562521.5644555497,0.0342184781311301,0.03419026702987704,-11521.533189589158,-11416.826000392903,,,,,,
meanItemRT,Information value,gpt2_xl,0,0,All,mean,1,0.26305818833188566,0.2630129384864016,2555817.76880653,2555995.771028164,0.05290598026870397,0.05287891662111788,-18047.326616975013,-17942.619427778758,,,,,,
meanItemRT,Information value,gpt2_xl,4,1,All,mean,1,0.2573293264389366,0.2572837248287524,2557835.749205247,2558013.7514268807,0.04717711837575489,0.047149702963468654,-16029.346218258142,-15924.639029061887,,,,,,
meanItemRT,Information value,gpt2_xl,8,2,All,mean,1,0.2594944606277211,0.2594489919615305,2557074.92068781,2557252.9229094437,0.04934225256453939,0.049314970096246746,-16790.174735695124,-16685.46754649887,,,,,,
meanItemRT,Information value,gpt2_xl,12,3,All,mean,1,0.25068920513488346,0.25064319580667016,2560155.331897862,2560333.3341194955,0.040536997071701775,0.04050917394138642,-13709.763525643386,-13605.05633644713,,,,,,
meanItemRT,Information value,gpt2_xl,16,4,All,mean,1,0.2449637473757933,0.2449173864919011,2562138.952826138,2562316.955047772,0.034811539312611606,0.03478336462661735,-11726.142597367056,-11621.4354081708,,,,,,
meanItemRT,Information value,gpt2_xl,20,5,All,mean,1,0.24366717243274394,0.24362073193630307,2562586.0702616186,2562764.0724832523,0.03351496436956225,0.03348671007101933,-11279.025161886588,-11174.317972690333,,,,,,
meanItemRT,Information value,gpt2_xl,24,6,All,mean,1,0.24403355109726865,0.24398713309728237,2562459.804138169,2562637.806359803,0.033881343034086964,0.033853111231998634,-11405.291285336018,-11300.584096139763,,,,,,
meanItemRT,Information value,gpt2_xl,28,7,All,mean,1,0.2433344089802616,0.24328794805141407,2562700.698485247,2562878.7007068805,0.03318220091707991,0.033153926186130334,-11164.396938258316,-11059.689749062061,,,,,,
meanItemRT,Information value,gpt2_xl,32,8,All,mean,1,0.23736839927694553,0.23732157202200144,2564747.3215321423,2564925.323753776,0.02721619121376384,0.0271875501567177,-9117.773891362827,-9013.066702166572,,,,,,
meanItemRT,Information value,gpt2_xl,36,9,All,mean,1,0.2292295558767633,0.22918222887896245,2567513.6588815246,2567691.6611031583,0.019077347813581613,0.01904820701367871,-6351.436541980598,-6246.729352784343,,,,,,
meanItemRT,Information value,gpt2_xl,40,10,All,mean,1,0.2238925816328965,0.2238449269331576,2569311.847372459,2569489.8495940925,0.013740373569714803,0.013710905067873869,-4553.248051046394,-4448.540861850139,,,,,,
meanItemRT,Information value,gpt2_xl,44,11,All,mean,1,0.22311722579015647,0.22306952348186615,2569572.0590572893,2569750.061278923,0.012965017726974781,0.012935501616582412,-4293.036366215907,-4188.329177019652,,,,,,
meanItemRT,Information value,gpt2_xl,48,12,All,mean,1,0.24243550282116733,0.24238898669750764,2563010.0960873114,2563188.098308945,0.03228329475798564,0.0322549648322239,-10854.999336193781,-10750.292146997526,,,,,,
meanItemRT,Information value,gpt2_small,All,All,1,mean,1,0.2349145905948944,0.23485880366765421,2565590.450876578,2565799.8652549707,0.0247623825317127,0.024724781802370477,-8274.644546926953,-8138.525200971868,,,,,,
meanItemRT,Information value,gpt2_small,All,All,2,mean,1,0.2612933224056416,0.2612394589086148,2556447.1065374566,2556656.520915849,0.05114111434245994,0.05110543704333104,-17417.98888604855,-17281.869540093467,,,,,,
meanItemRT,Information value,gpt2_small,All,All,3,mean,1,0.26310084817969714,0.263047116480124,2555808.6831892044,2556018.097567597,0.052948640116515455,0.052913094614840284,-18056.412234300748,-17920.292888345663,,,,,,
meanItemRT,Information value,gpt2_small,All,All,4,mean,1,0.26565805455196423,0.26560450931351565,2554902.790457322,2555112.2048357143,0.05550584648878254,0.05547048744823191,-18962.30496618338,-18826.185620228294,,,,,,
meanItemRT,Information value,gpt2_small,All,All,5,mean,1,0.2663524442524279,0.26629894964606193,2554656.257627268,2554865.6720056604,0.05620023618924619,0.056164927780778195,-19208.83779623732,-19072.718450282235,,,,,,
meanItemRT,Information value,gpt2_small,All,All,6,mean,1,0.266852255219879,0.26679879705770315,2554478.6626427993,2554688.077021192,0.0567000471566973,0.056664775192419414,-19386.432780705858,-19250.313434750773,,,,,,
meanItemRT,Information value,gpt2_small,All,All,7,mean,1,0.26874723203276574,0.2686939120446189,2553804.2298508044,2554013.644229197,0.05859502396958405,0.05855989017933516,-20060.865572700743,-19924.746226745658,,,,,,
meanItemRT,Information value,gpt2_small,All,All,8,mean,1,0.26943548033199693,0.2693822105281267,2553558.845708671,2553768.2600870635,0.059283272268815246,0.05924818866284298,-20306.24971483415,-20170.130368879065,,,,,,
meanItemRT,Information value,gpt2_small,All,All,9,mean,1,0.26945274129886665,0.2693994727535962,2553552.688610398,2553762.1029887907,0.05930053323568496,0.059265450888312476,-20312.406813106965,-20176.28746715188,,,,,,
meanItemRT,Information value,gpt2_small,All,All,10,mean,1,0.2694684281860821,0.2694151607846358,2553547.092870333,2553756.5072487257,0.05931622012290039,0.05928113891935205,-20318.002553171944,-20181.88320721686,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,1,mean,1,0.2377047520959017,0.23764916861592988,2564638.3631942715,2564847.777572664,0.027552544032720006,0.027515146750646147,-9226.73222923372,-9090.612883278634,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,2,mean,1,0.26994466930121086,0.26989143662533654,2553377.1535379533,2553586.567916346,0.05979246123802917,0.05975741476005281,-20487.941885551903,-20351.82253959682,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,3,mean,1,0.2636054785896996,0.26355178368573073,2555630.1666251463,2555839.581003539,0.05345327052651794,0.053417761820446996,-18234.928798358887,-18098.809452403802,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,4,mean,1,0.26309797340195884,0.2630442414927685,2555809.6998118563,2556019.114190249,0.05294576533877715,0.05291021962748477,-18055.395611648913,-17919.27626569383,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,5,mean,1,0.2633999553640478,0.2633462454741583,2555702.8866759473,2555912.30105434,0.05324774730086612,0.053212223608874565,-18162.20874755783,-18026.089401602745,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,6,mean,1,0.2631239706604932,0.26307024064691764,2555800.506121454,2556009.9204998463,0.05297176259731151,0.052936218781633904,-18064.589302051347,-17928.46995609626,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,7,mean,1,0.26425922852119044,0.264205581286017,2555398.7159946547,2555608.130373047,0.05410702045800875,0.05407155942073327,-18466.379428850487,-18330.260082895402,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,8,mean,1,0.26342187677878104,0.26336816848731226,2555695.131213225,2555904.5455916175,0.05326966871559935,0.05323414662202852,-18169.964210280217,-18033.844864325132,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,9,mean,1,0.2625751084917488,0.26252133845736836,2555994.5373298554,2556203.951708248,0.05242290042856712,0.05238731659208462,-17870.5580936498,-17734.438747694716,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,10,mean,1,0.26165319758291783,0.2615993603265303,2556320.1222202666,2556529.536598659,0.05150098951973614,0.05146533846124657,-17544.973203238565,-17408.85385728348,,,,,,
meanItemRT,Information value,gpt2_large,All,All,1,mean,1,0.244637755185507,0.24458267723202176,2562257.441828597,2562466.8562069894,0.03448554712232532,0.034448655366738024,-11607.653594908305,-11471.53424895322,,,,,,
meanItemRT,Information value,gpt2_large,All,All,2,mean,1,0.27800782890667775,0.27795518416372267,2550482.9884239067,2550692.4028022992,0.06785562084349606,0.06782116229843893,-23382.106999598444,-23245.98765364336,,,,,,
meanItemRT,Information value,gpt2_large,All,All,3,mean,1,0.2715023747210509,0.2714492556267426,2552820.534953965,2553029.9493323574,0.06135016665786919,0.061315233761458865,-21044.5604695403,-20908.441123585217,,,,,,
meanItemRT,Information value,gpt2_large,All,All,4,mean,1,0.27542493844945815,0.27537210537259915,2551413.586678724,2551623.0010571163,0.06527273038627646,0.06523808350731541,-22451.50874478137,-22315.389398826286,,,,,,
meanItemRT,Information value,gpt2_large,All,All,5,mean,1,0.2791267387298796,0.27907417557329406,2550078.8187232595,2550288.233101652,0.0689745306666979,0.06894015370801032,-23786.276700245682,-23650.157354290597,,,,,,
meanItemRT,Information value,gpt2_large,All,All,6,mean,1,0.27916413373338633,0.2791115733034929,2550065.3001662157,2550274.7145446083,0.06901192567020464,0.06897755143820916,-23799.79525728943,-23663.675911334343,,,,,,
meanItemRT,Information value,gpt2_large,All,All,7,mean,1,0.2772284324186346,0.2771757308452465,2550764.150059772,2550973.5644381647,0.06707622435545291,0.06704170897996276,-23100.945363732986,-22964.8260177779,,,,,,
meanItemRT,Information value,gpt2_large,All,All,8,mean,1,0.275093029142241,0.2750401718639005,2551532.9307941985,2551742.345172591,0.0649408210790593,0.06490614999861677,-22332.164629306644,-22196.04528335156,,,,,,
meanItemRT,Information value,gpt2_large,All,All,9,mean,1,0.27471444483749996,0.2746615599543264,2551668.991074165,2551878.4054525574,0.06456223677431827,0.06452753808904266,-22196.104349340312,-22059.985003385227,,,,,,
meanItemRT,Information value,gpt2_large,All,All,10,mean,1,0.27237293205210034,0.2723198764353043,2552508.9379523937,2552718.352330786,0.06222072398891865,0.06218585457002057,-21356.15747111151,-21220.038125156425,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,1,mean,1,0.23761410350841017,0.23755851341871081,2564669.3499722434,2564878.764350636,0.02746189544522848,0.027424491553427077,-9195.745451261755,-9059.62610530667,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,2,mean,1,0.26158055287842596,0.261526710325081,2556345.760365999,2556555.1747443913,0.051428344815244276,0.051392688459797276,-17519.335057506338,-17383.215711551253,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,3,mean,1,0.255708322720974,0.2556540519884055,2558409.9196232376,2558619.33400163,0.0455561146577923,0.04552003012312178,-15455.175800267607,-15319.056454312522,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,4,mean,1,0.26313494612792643,0.2630812169146375,2555796.6246513706,2556006.039029763,0.05298273806474474,0.052947195049353746,-18068.470772134606,-17932.35142617952,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,5,mean,1,0.268502445045677,0.2684491072086552,2553891.4491386483,2554100.863517041,0.05835023698249531,0.05831508534337149,-19973.646284856834,-19837.52693890175,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,6,mean,1,0.26742829839248317,0.26737488223304084,2554273.830261551,2554483.2446399434,0.05727609032930148,0.05724086036775711,-19591.265161954332,-19455.145815999247,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,7,mean,1,0.26776078580496965,0.26770739388916187,2554155.5293595907,2554364.9437379832,0.05760857774178796,0.05757337202387813,-19709.566063914448,-19573.446717959363,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,8,mean,1,0.26654231991436295,0.26648883915296073,2554588.804444881,2554798.2188232737,0.05639011185118126,0.056354817287676995,-19276.29097862402,-19140.171632668935,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,9,mean,1,0.26394310566470247,0.26388943537913157,2555510.660350624,2555720.0747290165,0.05379089760152078,0.05375541351384783,-18354.43507288117,-18218.315726926085,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,10,mean,1,0.26209898076047555,0.2620451760087906,2556162.7388552367,2556372.153233629,0.051946772697293864,0.05191115414350689,-17702.3565682685,-17566.237222313415,,,,,,
meanItemRT,Surprisal,gpt2_small,,,,,2,0.2372089591943043,0.23718846869486987,2564633.179953343,2564716.9457046995,0.027599739929519584,0.027597448130267543,-9260.38474036567,-9249.91402144637,,,,,,
meanItemRT,Surprisal,gpt2_medium,,,,,2,0.24055853937683858,0.24053813885561204,2563486.3355572643,2563570.101308621,0.03094932011205387,0.030947118291009712,-10407.229136444163,-10396.758417524863,,,,,,
meanItemRT,Surprisal,gpt2_large,,,,,2,0.2387108760440867,0.23869042588994305,2564119.570951277,2564203.3367026336,0.029101656779301988,0.02909940532534072,-9773.993742431514,-9763.523023512214,,,,,,
meanItemRT,Surprisal,gpt2_xl,,,,,2,0.23470344189393344,0.23468288408995808,2565487.7426904156,2565571.5084417723,0.025094222629148732,0.02509186352535575,-8405.822003292851,-8395.351284373552,,,,,,
meanItemRT,Information value,gpt2_small,All,All,All,mean,2,0.32586337858314296,0.3255113719927549,2532694.4431660976,2534128.931658085,0.11625415931835825,0.1159203514281526,-41199.12152761081,-39837.92806806089,,,,,,
meanItemRT,Information value,gpt2_small,All,All,All,min,2,0.27695286776924677,0.27657532210918245,2550946.868325243,2552381.35681723,0.06734364850446206,0.06698430154458013,-22946.696368465666,-21585.502908915747,,,,,,
meanItemRT,Information value,gpt2_small,All,All,All,max,2,0.30231698359810977,0.3019526820426489,2541641.176078756,2543075.664570743,0.09270776433332506,0.09236166147804659,-32252.388614952564,-30891.195155402645,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,All,mean,2,0.32221012302180363,0.32185620885067734,2534102.8315631836,2535537.320055171,0.11260090375701892,0.11226518828607501,-39790.733130524866,-38429.53967097495,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,All,min,2,0.28628344679059636,0.28591077317753744,2547562.1403883444,2548996.6288803318,0.07667422752581166,0.07631975261293511,-26331.424305364024,-24970.230845814105,,,,,,
meanItemRT,Information value,gpt2_medium,All,All,All,max,2,0.29198992817983804,0.29162023425812533,2545470.201233811,2546904.6897257986,0.08238070891505334,0.082029213693523,-28423.363459897228,-27062.17000034731,,,,,,
meanItemRT,Information value,gpt2_large,All,All,All,mean,2,0.3416238510950639,0.3412800739792594,2526529.7351067504,2527964.2235987377,0.13201463183027917,0.1316890534146571,-47363.82958695805,-46002.63612740813,,,,,,
meanItemRT,Information value,gpt2_large,All,All,All,min,2,0.28702726814333135,0.28665498292338143,2547290.412828337,2548724.9013203243,0.07741804887854664,0.0770639623587791,-26603.151865371503,-25241.958405821584,,,,,,
meanItemRT,Information value,gpt2_large,All,All,All,max,2,0.29836166841967726,0.29799530156029197,2543114.367565686,2544548.856057673,0.08875244915489255,0.08840428099568964,-30779.197128022555,-29418.003668472636,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,All,mean,2,0.3315236067143714,0.33117455566376863,2530497.1901792665,2531931.678671254,0.12191438744958671,0.1215835350991663,-43396.37451444194,-42035.18105489202,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,All,min,2,0.28396244507790613,0.28358855953261686,2548408.2154556406,2549842.703947628,0.07435322581312143,0.07399753896801453,-25485.349238067865,-24124.155778517947,,,,,,
meanItemRT,Information value,gpt2_xl,All,All,All,max,2,0.3026078878495114,0.30224373819236083,2541532.4967652815,2542966.985257269,0.09299866858472672,0.09265271762775851,-32361.0679284269,-30999.87446887698,,,,,,
meanItemRT,Information value,gpt2_small,0,0,All,mean,2,0.25721256491568956,0.2571669561360914,2557726.099024211,2557904.1012458447,0.04760334565090485,0.04757593557148909,-16167.465669497382,-16062.758480301127,,,,,,
meanItemRT,Information value,gpt2_small,1,1,All,mean,2,0.2612472247894654,0.2612018637468432,2556306.750771575,2556484.752993209,0.051638005524680675,0.05161084318224085,-17586.813922133297,-17482.10673293704,,,,,,
meanItemRT,Information value,gpt2_small,2,2,All,mean,2,0.2600091638406049,0.2599637267783218,2556743.1094855582,2556921.111707192,0.0503999445758202,0.050372706213719476,-17150.455208150204,-17045.74801895395,,,,,,
meanItemRT,Information value,gpt2_small,3,3,All,mean,2,0.24656132594202707,0.2465150631529669,2561436.361584423,2561614.363806057,0.03695210667724236,0.03692404258836457,-12457.203109285329,-12352.495920089073,,,,,,
meanItemRT,Information value,gpt2_small,4,4,All,mean,2,0.24664277963539827,0.2465965218477738,2561408.1874383534,2561586.189659987,0.03703356037061356,0.03700550128317148,-12485.377255355008,-12380.670066158753,,,,,,
meanItemRT,Information value,gpt2_small,5,5,All,mean,2,0.24597446764402187,0.24592816882057356,2561639.2609413266,2561817.2631629603,0.03636524837923716,0.03633714825597123,-12254.30375238182,-12149.596563185565,,,,,,
meanItemRT,Information value,gpt2_small,6,6,All,mean,2,0.24447978620919153,0.244433395609021,2562155.3170358306,2562333.3192574643,0.03487056694440682,0.03484237504441867,-11738.247657877859,-11633.540468681604,,,,,,
meanItemRT,Information value,gpt2_small,7,7,All,mean,2,0.24482340495303878,0.24477703545181362,2562036.769112856,2562214.77133449,0.035214185688254074,0.03518601488721129,-11856.795580852311,-11752.088391656056,,,,,,
meanItemRT,Information value,gpt2_small,8,8,All,mean,2,0.2457394012823756,0.24569308802533651,2561720.4880807605,2561898.490302394,0.036130182017590884,0.03610206746073419,-12173.076612947974,-12068.36942375172,,,,,,
meanItemRT,Information value,gpt2_small,9,9,All,mean,2,0.2455077210776826,0.2454613935949702,2561800.520367867,2561978.5225895005,0.03589850181289789,0.035870373030367886,-12093.04432584159,-11988.337136645336,,,,,,
meanItemRT,Information value,gpt2_small,10,10,All,mean,2,0.24363086931985867,0.243584426594327,2562447.961033778,2562625.9632554115,0.03402165005507396,0.03399340602972467,-11445.603659930639,-11340.896470734384,,,,,,
meanItemRT,Information value,gpt2_small,11,11,All,mean,2,0.241264728959229,0.2412181409474834,2563261.9016199335,2563439.903841567,0.031655509694444306,0.03162712038288107,-10631.663073774893,-10526.955884578638,,,,,,
meanItemRT,Information value,gpt2_small,12,12,All,mean,2,0.2310363097565581,0.23098909369741283,2566751.4693564544,2566929.471578088,0.021427090491773382,0.021398073132810502,-7142.095337253995,-7037.38814805774,,,,,,
meanItemRT,Information value,gpt2_medium,0,0,All,mean,2,0.25569592800143237,0.2556502260969973,2558257.6421272303,2558435.644348864,0.046086708736647664,0.04605920553239495,-15635.92256647814,-15531.215377281886,,,,,,
meanItemRT,Information value,gpt2_medium,2,1,All,mean,2,0.26172860423150535,0.26168327274663794,2556136.8895042604,2556314.891725894,0.05211938496672064,0.052092252182035614,-17756.675189448055,-17651.9680002518,,,,,,
meanItemRT,Information value,gpt2_medium,4,2,All,mean,2,0.24779827843851898,0.24775209160105838,2561008.1816918603,2561186.183913494,0.038189059173734274,0.03816107103645605,-12885.383001848124,-12780.675812651869,,,,,,
meanItemRT,Information value,gpt2_medium,6,3,All,mean,2,0.24489645218554135,0.24485008716957668,2562011.5609809305,2562189.563202564,0.03528723292075664,0.035259066604974354,-11882.00371277798,-11777.296523581725,,,,,,
meanItemRT,Information value,gpt2_medium,8,4,All,mean,2,0.24430706749996012,0.2442606662944815,2562214.884357129,2562392.886578763,0.03469784823517541,0.034669645729879184,-11678.680336579215,-11573.97314738296,,,,,,
