y,metric,model,layer,layer_idx,horizon,aggregation,fold,rsquared,rsquared_adj,aic,bic,delta_rsquared,delta_rsquared_adj,delta_rsquared_aic,delta_rsquared_bic,anova_baseline_rss,anova_baseline_delta_ss,anova_baseline_p,anova_surprisal_rss,anova_surprisal_delta_ss,anova_surprisal_p
sdItemRT,Information value,gpt2_small,1,1,3,mean,full,0.11832277994714568,0.1183014643457615,3199949.5567426234,3200034.1653811755,0.009860684428886102,0.009857843616744577,-3218.34332703799,-3207.7672472191043,1068630000.8483442,11951565.686333776,0.0,1068630000.8483442,1672116.425409317,
sdItemRT,Information value,gpt2_small,1,1,4,mean,full,0.11862878520774267,0.11860747700440177,3199849.045019526,3199933.653658078,0.010166689689483088,0.010163856275384853,-3318.855050135404,-3308.278970316518,1068259109.5579106,12322456.97676742,0.0,1068259109.5579106,2043007.7158429623,
sdItemRT,Information value,gpt2_small,1,1,5,mean,full,0.11903423545511627,0.11901293705402005,3199715.815430448,3199800.424069,0.010572139936856684,0.01056931632500313,-3452.0846392135136,-3441.508559394628,1067767686.7465457,12813879.78813231,0.0,1067767686.7465457,2534430.5272078514,
sdItemRT,Information value,gpt2_small,1,1,6,mean,full,0.11858611227965477,0.11856480304464478,3199863.06363544,3199947.672273992,0.010124016761395183,0.010121182315627864,-3304.836434221361,-3294.260354402475,1068310830.9477136,12270735.586964369,0.0,1068310830.9477136,1991286.3260399103,
sdItemRT,Information value,gpt2_small,1,1,7,mean,full,0.11860096947006593,0.1185796605942463,3199858.1829307685,3199942.7915693205,0.010138873951806349,0.010136039865229374,-3309.717138892971,-3299.141059074085,1068292823.4059051,12288743.128772855,0.0,1068292823.4059051,2009293.8678483963,
sdItemRT,Information value,gpt2_small,1,1,8,mean,full,0.11855835100967638,0.11853704110350449,3199872.1832119185,3199956.7918504705,0.010096255491416795,0.010093420374487572,-3295.716857742984,-3285.140777924098,1068344478.778559,12237087.756119013,0.0,1068344478.778559,1957638.4951945543,
sdItemRT,Information value,gpt2_small,1,1,9,mean,full,0.11885515461886109,0.11883385188827145,3199774.6683503077,3199859.2769888598,0.01039305910060151,0.010390231159254526,-3393.231719353702,-3382.655639534816,1067984740.2779818,12596826.256696224,0.0,1067984740.2779818,2317376.9957717657,
sdItemRT,Information value,gpt2_small,1,1,10,mean,full,0.11899908090540878,0.1189777816544092,3199727.3695248845,3199811.9781634365,0.0105369853871492,0.010534160925392277,-3440.530544776935,-3429.9544649580494,1067810295.5444473,12771270.99023068,0.0,1067810295.5444473,2491821.729306221,
sdItemRT,Information value,gpt2_small,2,2,1,mean,full,0.10926636767829934,0.10924483312731603,3202908.574889254,3202993.183527806,0.000804272160039754,0.0008012123982991115,-259.3251804076135,-248.74910058872774,1079606754.7333546,974811.8013234138,8.857953124403318e-59,1079606754.7333546,-9304637.459601045,
sdItemRT,Information value,gpt2_small,2,2,2,mean,full,0.11117205508896921,0.11115056661025857,3202288.433274535,3202373.041913087,0.0027099595707096302,0.0027069458812416514,-879.4667951264419,-868.8907153075561,1077296981.1643393,3284585.3703386784,1.0626456518029093e-193,1077296981.1643393,-6994863.89058578,
sdItemRT,Information value,gpt2_small,2,2,3,mean,full,0.11151838838672012,0.1114969082810312,3202175.588035028,3202260.19667358,0.0030562928684605417,0.0030532875520142833,-992.3120346334763,-981.7359548145905,1076877210.590878,3704355.9437999725,3.140310731300918e-218,1076877210.590878,-6575093.317124486,
sdItemRT,Information value,gpt2_small,2,2,4,mean,full,0.11279200007212464,0.11277055075752163,3201760.2304739384,3201844.8391124904,0.0043299045538650605,0.004326930028504705,-1407.6695957230404,-1397.0935159041546,1075333539.476893,5248027.057785034,1.6990363917606776e-308,1075333539.476893,-5031422.203139424,
sdItemRT,Information value,gpt2_small,2,2,5,mean,full,0.11450242612948291,0.1144810181664756,3201201.477440731,3201286.086079283,0.006040330611223332,0.00603739743745868,-1966.4226289303042,-1955.8465491114184,1073260430.9088659,7321135.625812054,0.0,1073260430.9088659,-2958313.635112405,
sdItemRT,Information value,gpt2_small,2,2,6,mean,full,0.1159478231629687,0.11592645014416358,3200728.46066507,3200813.069303622,0.007485727644709117,0.0074828294151466634,-2439.4394045914523,-2428.8633247725666,1071508548.7030089,9073017.831669092,0.0,1071508548.7030089,-1206431.4292553663,
sdItemRT,Information value,gpt2_small,2,2,7,mean,full,0.1171202450728076,0.11709890039870452,3200344.2085778224,3200428.8172163744,0.008658149554548022,0.008655279669687599,-2823.6914918390103,-2813.1154120201245,1070087523.867604,10494042.667073965,0.0,1070087523.867604,214593.40614950657,
sdItemRT,Information value,gpt2_small,2,2,8,mean,full,0.11767470095753396,0.11765336968806506,3200162.312257183,3200246.920895735,0.00921260543927438,0.009209748959048136,-3005.587812478654,-2995.0117326597683,1069415499.9351609,11166066.599517107,0.0,1069415499.9351609,886617.3385926485,
sdItemRT,Information value,gpt2_small,2,2,9,mean,full,0.11816876655445885,0.11814744722961668,3200000.131406857,3200084.740045409,0.009706671036199266,0.009703826500599755,-3167.768662804272,-3157.1925829853863,1068816671.5802337,11764894.95444429,0.0,1068816671.5802337,1485445.6935198307,
sdItemRT,Information value,gpt2_small,2,2,10,mean,full,0.11831947729652648,0.11829816161529683,3199950.6413543215,3200035.2499928735,0.009857381778266894,0.009854540886279906,-3217.2587153399363,-3206.6826355210505,1068634003.8002791,11947562.734398842,0.0,1068634003.8002791,1668113.4734743834,
sdItemRT,Information value,gpt2_small,3,3,1,mean,full,0.10902283558626236,0.10900129514759949,3202987.7285592104,3203072.3371977624,0.0005607400680027741,0.0005576744185825655,-180.17151045100763,-169.59543063212186,1079901925.9068873,679640.6277906895,1.6310767204565227e-41,1079901925.9068873,-9599808.633133769,
sdItemRT,Information value,gpt2_small,3,3,2,mean,full,0.10941269223451133,0.10939116122109926,3202861.0055511845,3202945.6141897365,0.0009505967162517504,0.0009475404920823438,-306.8945184769109,-296.3184386580251,1079429403.1957707,1152163.3389072418,3.819646301209709e-69,1079429403.1957707,-9127285.922017217,
sdItemRT,Information value,gpt2_small,3,3,3,mean,full,0.10949253936415648,0.10947101028114425,3202835.0443760725,3202919.6530146245,0.0010304438458969,0.0010273895521273335,-332.85569358896464,-322.27961377007887,1079332625.104787,1248941.429890871,8.460084564518287e-75,1079332625.104787,-9030507.831033587,
sdItemRT,Information value,gpt2_small,3,3,4,mean,full,0.10968433954556334,0.10966281509954989,3202772.673722512,3202857.282361064,0.0012222440273037538,0.0012191943705329722,-395.22634714934975,-384.650267330464,1079100155.1902223,1481411.344455719,2.2246806542020947e-88,1079100155.1902223,-8798037.91646874,
sdItemRT,Information value,gpt2_small,3,3,5,mean,full,0.10996353382180368,0.1099420161256458,3202681.8597504585,3202766.4683890105,0.0015014383035441003,0.001498395396628882,-486.04031920293346,-475.4642393840477,1078761759.9443548,1819806.5903232098,3.831205359019523e-108,1078761759.9443548,-8459642.670601249,
sdItemRT,Information value,gpt2_small,3,3,6,mean,full,0.11029297587322606,0.1102714661417239,3202574.6649573236,3202659.2735958756,0.0018308803549664798,0.0018278454127069743,-593.2351123378612,-582.6590325189754,1078362462.2743187,2219104.2603592873,1.8365702027201616e-131,1078362462.2743187,-8060345.000565171,
sdItemRT,Information value,gpt2_small,3,3,7,mean,full,0.11069744293604877,0.11067594298302164,3202443.004018795,3202527.612657347,0.0022353474177891908,0.002232322254004715,-724.8960508662276,-714.3199710473418,1077872231.1241236,2709335.410554409,4.283280558122419e-160,1077872231.1241236,-7570113.8503700495,
sdItemRT,Information value,gpt2_small,3,3,8,mean,full,0.11117729476437677,0.11115580641234146,3202286.726366834,3202371.335005386,0.0027151992461171837,0.0027121856833245417,-881.1737028276548,-870.597623008769,1077290630.4566112,3290936.078066826,4.521993329093033e-194,1077290630.4566112,-6988513.182857633,
sdItemRT,Information value,gpt2_small,3,3,9,mean,full,0.11182507783880324,0.1118036051476986,3202075.623158987,3202160.231797539,0.0033629823205436615,0.003359984418681683,-1092.2769106742926,-1081.7008308554068,1076505490.0314877,4076076.503190279,5.885051417119751e-240,1076505490.0314877,-6203372.7577341795,
sdItemRT,Information value,gpt2_small,3,3,10,mean,full,0.11257449905504313,0.1125530444820928,3201831.205356692,3201915.813995244,0.004112403536783549,0.00410942375307588,-1336.6947129694745,-1326.1186331505887,1075597159.888969,4984406.645709038,4.4972998795654296e-293,1075597159.888969,-5295042.615215421,
sdItemRT,Information value,gpt2_small,4,4,1,mean,full,0.1090366193057426,0.10901507920031761,3202983.24910313,3203067.857741682,0.0005745237874830167,0.0005714584713006898,-184.65096653159708,-174.0748867127113,1079885219.4571517,696347.077526331,1.716256713344638e-42,1079885219.4571517,-9583102.183398128,
sdItemRT,Information value,gpt2_small,4,4,2,mean,full,0.10942170033916565,0.10940016954353526,3202858.0768086547,3202942.6854472067,0.0009596048209060681,0.0009565488145183432,-309.82326100673527,-299.2471811878495,1079418484.9927533,1163081.541924715,8.790980409366418e-70,1079418484.9927533,-9116367.718999743,
sdItemRT,Information value,gpt2_small,4,4,3,mean,full,0.10951466837395185,0.1094931398259349,3202827.8490267633,3202912.4576653154,0.0010525728556922687,0.0010495190969179724,-340.0510428980924,-329.47496307920665,1079305803.8109865,1275762.7236914635,2.2928760980275594e-76,1079305803.8109865,-9003686.537232995,
sdItemRT,Information value,gpt2_small,4,4,4,mean,full,0.10971021243498091,0.10968868861447556,3202764.2592034647,3202848.8678420167,0.0012481169167213313,0.0012450678854586394,-403.64086619671434,-393.06478637782857,1079068796.1563134,1512770.378364563,3.2779497335618545e-90,1079068796.1563134,-8766678.882559896,
sdItemRT,Information value,gpt2_small,4,4,5,mean,full,0.11001008288997127,0.10998856631919285,3202666.715889377,3202751.324527929,0.0015479873717116899,0.001544945590175928,-501.18418028438464,-490.60810046549886,1078705340.5091872,1876226.0254907608,1.9425633499065008e-111,1078705340.5091872,-8403223.235433698,
sdItemRT,Information value,gpt2_small,4,4,6,mean,full,0.11038849052600219,0.11036698310368098,3202543.5787052456,3202628.1873437976,0.0019263950077426095,0.0019233623746640616,-624.3213644158095,-613.7452845969237,1078246694.484071,2334872.050606966,3.1834160538922315e-138,1078246694.484071,-7944577.2103174925,
sdItemRT,Information value,gpt2_small,4,4,7,mean,full,0.11086995077637452,0.1108484549939307,3202386.8315524776,3202471.4401910296,0.0024078552581149326,0.00240483426491378,-781.068517183885,-770.4924373649992,1077663144.3411593,2918422.1935186386,2.6200969791879446e-172,1077663144.3411593,-7361027.06740582,
sdItemRT,Information value,gpt2_small,4,4,8,mean,full,0.11142729745830748,0.11140581515038639,3202205.2723131697,3202289.8809517217,0.0029652019400479013,0.0029621944213694684,-962.6277564917691,-952.0516766728833,1076987616.640499,3593949.8941788673,8.896324126754265e-212,1076987616.640499,-6685499.366745591,
sdItemRT,Information value,gpt2_small,4,4,9,mean,full,0.1121334905878173,0.11211202535295983,3201975.0617617685,3202059.6704003206,0.0036713950695577147,0.0036684046239429113,-1192.8383078929037,-1182.262228074018,1076131680.7634873,4449885.771190643,8.216817133541646e-262,1076131680.7634873,-5829563.489733815,
sdItemRT,Information value,gpt2_small,4,4,10,mean,full,0.1129920490297095,0.1129706045515293,3201694.935180167,3201779.543818719,0.004529953511449913,0.004526983822512376,-1472.9648894942366,-1462.3888096753508,1075091071.6974704,5490494.837207556,1.1e-322,1075091071.6974704,-4788954.423716903,
sdItemRT,Information value,gpt2_small,5,5,1,mean,full,0.10903870884229738,0.10901716878738943,3202982.570036028,3203067.17867458,0.0005766133240378002,0.0005735480583725083,-185.3300336333923,-174.75395381450653,1079882686.8506608,698879.6840171814,1.2199686253573288e-42,1079882686.8506608,-9580569.576907277,
sdItemRT,Information value,gpt2_small,5,5,2,mean,full,0.10941687684095192,0.1093953459287077,3202859.645042807,3202944.253681359,0.000954781322692333,0.0009517251996907783,-308.2550268545747,-297.6789470356889,1079424331.2761583,1157235.2585196495,1.9304250553530807e-69,1079424331.2761583,-9122214.002404809,
sdItemRT,Information value,gpt2_small,5,5,3,mean,full,0.10949503669358451,0.10947350767094821,3202834.2323668743,3202918.8410054264,0.0010329411753249307,0.0010298869419312906,-333.6677027870901,-323.0916229682043,1079329598.2361236,1251968.2985544205,5.6302992718403e-75,1079329598.2361236,-9027480.962370038,
sdItemRT,Information value,gpt2_small,5,5,4,mean,full,0.1096676314239926,0.10964610657404039,3202778.107497009,3202862.716135561,0.001205535905733024,0.001202485845023471,-389.7925726524554,-379.21649283356965,1079120406.1387124,1461160.3959655762,3.389519384340398e-87,1079120406.1387124,-8818288.864958882,
sdItemRT,Information value,gpt2_small,5,5,5,mean,full,0.10994298756189136,0.10992146936900304,3202688.543836544,3202773.152475096,0.0014808920436317763,0.0014778486399861235,-479.3562331176363,-468.7801532987505,1078786662.878499,1794903.6561789513,1.0907017051841564e-106,1078786662.878499,-8484545.604745507,
sdItemRT,Information value,gpt2_small,5,5,6,mean,full,0.1102994354279696,0.11027792585263485,3202572.5627322965,3202657.1713708485,0.001837339909710023,0.0018343051236179297,-595.3373373649083,-584.7612575460225,1078354633.0213516,2226933.5133264065,6.40863516371477e-132,1078354633.0213516,-8052515.747598052,
sdItemRT,Information value,gpt2_small,5,5,7,mean,full,0.11075057496958018,0.11072907630108353,3202425.704184595,3202510.312823147,0.002288479451320602,0.002285455572066608,-742.1958850664087,-731.6198052475229,1077807832.8571088,2773733.677569151,7.416207224482696e-164,1077807832.8571088,-7505715.583355308,
sdItemRT,Information value,gpt2_small,5,5,8,mean,full,0.11127845728918251,0.11125697138287227,3202253.769091157,3202338.377729709,0.002816361770922926,0.002813350653855351,-914.1309785046615,-903.5548986857757,1077168017.2071018,3413549.3275761604,3.0975646875277278e-201,1077168017.2071018,-6865899.933348298,
sdItemRT,Information value,gpt2_small,5,5,9,mean,full,0.11193132722926713,0.11190985710686863,3202040.983310198,3202125.59194875,0.0034692317110075477,0.003466236377851706,-1126.9167594634928,-1116.340679644607,1076376711.2861156,4204855.248562336,1.742883069456918e-247,1076376711.2861156,-6074594.012362123,
sdItemRT,Information value,gpt2_small,5,5,10,mean,full,0.11274390454698624,0.11272245406961634,3201775.9264930687,3201860.5351316207,0.0042818090287266575,0.0042788333405994194,-1391.9735765927471,-1381.3974967738613,1075391833.2831755,5189733.251502514,4.373990362904964e-305,1075391833.2831755,-5089716.009421945,
sdItemRT,Information value,gpt2_small,6,6,1,mean,full,0.10904267701039794,0.10902113705142524,3202981.280438288,3203065.88907684,0.0005805814921383545,0.0005775163224083224,-186.6196313733235,-176.04355155443773,1079877877.263451,703689.2712268829,6.380430713371732e-43,1079877877.263451,-9575759.989697576,
sdItemRT,Information value,gpt2_small,6,6,2,mean,full,0.10940280800886137,0.10938127675648635,3202864.2191066793,3202948.8277452313,0.0009407124906017916,0.0009376560274694246,-303.68096298212186,-293.1048831632361,1079441383.2944105,1140183.2402675152,1.9145809806974057e-68,1079441383.2944105,-9139266.020656943,
sdItemRT,Information value,gpt2_small,6,6,3,mean,full,0.10947267320411114,0.10945114364081077,3202841.5037970766,3202926.1124356287,0.0010105776858515547,0.0010075229117938456,-326.39627258479595,-315.8201927659102,1079356703.7291899,1224862.8054881096,2.1586567054746043e-73,1079356703.7291899,-9054586.455436349,
sdItemRT,Information value,gpt2_small,6,6,4,mean,full,0.10962310146222443,0.10960157553570704,3202792.5889243186,3202877.1975628706,0.0011610059439648435,0.0011579548066901202,-375.31114534288645,-364.7350655240007,1079174378.3317099,1407188.2029681206,4.817082394031083e-84,1079174378.3317099,-8872261.057956338,
sdItemRT,Information value,gpt2_small,6,6,5,mean,full,0.10987248946386774,0.10985096956660367,3202711.4770252537,3202796.0856638057,0.0014103939456081571,0.0014073488375867527,-456.42304440774024,-445.84696458885446,1078872109.5485926,1709456.986085415,1.0665810766737511e-101,1078872109.5485926,-8569992.274839044,
sdItemRT,Information value,gpt2_small,6,6,6,mean,full,0.11020438320527237,0.1101828713319365,3202603.4953932962,3202688.1040318483,0.001742287687012789,0.0017392506029195731,-564.4046763652004,-553.8285965463147,1078469840.3268273,2111726.2078506947,3.427815236886117e-125,1078469840.3268273,-8167723.053073764,
sdItemRT,Information value,gpt2_small,6,6,7,mean,full,0.11061757110434356,0.11059606922031928,3202469.0084087504,3202553.6170473024,0.002155475586083977,0.002152448491302361,-698.8916609110311,-688.3155810921453,1077969039.1550465,2612527.3796315193,1.9332187129621974e-154,1077969039.1550465,-7666921.881292939,
sdItemRT,Information value,gpt2_small,6,6,8,mean,full,0.11108382343688794,0.1110623328250715,3202317.174628626,3202401.783267178,0.002621727918628358,0.0026187120960545762,-850.7254410353489,-840.1493612164631,1077403921.6503744,3177644.88430357,1.8814507826562703e-187,1077403921.6503744,-7101804.376620889,
sdItemRT,Information value,gpt2_small,6,6,9,mean,full,0.11164374196742555,0.11162226489230931,3202134.7334307567,3202219.3420693087,0.0031816464491659646,0.003178644163292388,-1033.1666389047168,-1022.590559085831,1076725276.7606635,3856289.774014473,4.1403954092452656e-227,1076725276.7606635,-6423159.486909986,
sdItemRT,Information value,gpt2_small,6,6,10,mean,full,0.11234070437540367,0.11231924415018735,3201907.477787388,3201992.08642594,0.0038786088571440835,0.0038756234211704266,-1260.4222822734155,-1249.8462024545297,1075880528.9077199,4701037.626958132,1.688622138923656e-276,1075880528.9077199,-5578411.633966327,
sdItemRT,Information value,gpt2_small,7,7,1,mean,full,0.10904311588137128,0.10902157593300876,3202981.137811119,3203065.746449671,0.000581020363111695,0.0005779552039918423,-186.76225854223594,-176.18617872335017,1079877345.3333094,704221.2013685703,5.939055420523785e-43,1079877345.3333094,-9575228.059555888,
sdItemRT,Information value,gpt2_small,7,7,2,mean,full,0.10942566107649843,0.10940413037662355,3202856.789072303,3202941.397710855,0.0009635655582388436,0.0009605096476066333,-311.11099735833704,-300.53491753945127,1079413684.4119477,1167882.1227302551,4.6081631766830616e-70,1079413684.4119477,-9111567.138194203,
sdItemRT,Information value,gpt2_small,7,7,3,mean,full,0.10951274599947936,0.10949121740498668,3202828.4741027113,3202913.0827412633,0.0010506504812197726,0.0010475966759697641,-339.42596695013344,-328.84988713124767,1079308133.8099787,1273432.7246992588,3.136931422460665e-76,1079308133.8099787,-9006016.5362252,
sdItemRT,Information value,gpt2_small,7,7,4,mean,full,0.10967373425925808,0.10965220955684918,3202776.122759664,3202860.731398216,0.0012116387409984997,0.0012085888278322576,-391.7773099974729,-381.20123017858714,1079113009.2448077,1468557.2898702621,1.2533685907629396e-87,1079113009.2448077,-8810891.971054196,
sdItemRT,Information value,gpt2_small,7,7,5,mean,full,0.109943880721042,0.10992236254974697,3202688.2532782266,3202772.8619167786,0.0014817852027824152,0.0014787418207300451,-479.6467914348468,-469.07071161596105,1078785580.3319137,1795986.2027642727,9.429385906976535e-107,1078785580.3319137,-8483463.058160186,
sdItemRT,Information value,gpt2_small,7,7,6,mean,full,0.11030049406956743,0.11027898451982665,3202572.2182019777,3202656.8268405297,0.0018383985513078516,0.0018353637908097298,-595.681867683772,-585.1057878648862,1078353349.9030564,2228216.631621599,5.392984198210109e-132,1078353349.9030564,-8051232.629302859,
sdItemRT,Information value,gpt2_small,7,7,7,mean,full,0.11073034590653164,0.11070884674897308,3202432.290906144,3202516.899544696,0.002268250388272053,0.002265226019956157,-735.6091635175981,-725.0330836987123,1077832351.3352673,2749215.199410677,2.0061046579415366e-162,1077832351.3352673,-7530234.061513782,
sdItemRT,Information value,gpt2_small,7,7,8,mean,full,0.11120926290910615,0.11118777532993906,3202276.312016773,3202360.920655325,0.002747167390846572,0.002744154600922144,-891.5880528884009,-881.0119730695151,1077251883.7160213,3329682.818656683,2.4626857940221383e-196,1077251883.7160213,-6949766.442267776,
sdItemRT,Information value,gpt2_small,7,7,9,mean,full,0.1117798994682152,0.11175842568486949,3202090.3511354686,3202174.9597740206,0.0033178039499556222,0.0033148049558525683,-1077.5489341928624,-1066.9728543739766,1076560248.1233401,4021318.4113378525,9.348305409477702e-237,1076560248.1233401,-6258130.849586606,
sdItemRT,Information value,gpt2_small,7,7,10,mean,full,0.11244697363191725,0.11242551597588724,3201872.811334717,3201957.419973269,0.003984878113657664,0.003981895246870315,-1295.088734944351,-1284.5126551254652,1075751726.083857,4829840.450820923,4.9448775070263585e-284,1075751726.083857,-5449608.810103536,
sdItemRT,Information value,gpt2_small,8,8,1,mean,full,0.10904592532372925,0.10902438544328841,3202980.224778716,3203064.833417268,0.0005838298054696711,0.0005807647142714867,-187.6752909454517,-177.09921112656593,1079873940.1706023,707626.3640756607,3.753390295546159e-43,1079873940.1706023,-9571822.896848798,
sdItemRT,Information value,gpt2_small,8,8,2,mean,full,0.10944755755291968,0.10942602738241836,3202849.669867844,3202934.278506396,0.0009854620346601006,0.0009824066534014353,-318.2302018175833,-307.6541219986975,1079387144.9584103,1194421.5762677193,1.296599960840147e-71,1079387144.9584103,-9085027.68465674,
sdItemRT,Information value,gpt2_small,8,8,3,mean,full,0.10954181112385752,0.10952028323204899,3202819.023192565,3202903.631831117,0.0010797156055979418,0.0010766625030320665,-348.8768770964816,-338.30079727759585,1079272905.652573,1308660.8821048737,2.7442955332402946e-78,1079272905.652573,-8970788.378819585,
sdItemRT,Information value,gpt2_small,8,8,4,mean,full,0.10972912326617601,0.10970759990286261,3202758.108767411,3202842.717405963,0.0012670277479164271,0.0012639791738456863,-409.79130225023255,-399.2152224313468,1079045875.4307957,1535691.1038823128,1.502586001760163e-91,1079045875.4307957,-8743758.157042146,
sdItemRT,Information value,gpt2_small,8,8,5,mean,full,0.1100223033676686,0.11000078709233485,3202662.740056285,3202747.348694837,0.0015602078494090232,0.00155716636331793,-505.1600133762695,-494.5839335573837,1078690528.7744672,1891037.7602107525,2.6506783389563366e-112,1078690528.7744672,-8388411.500713706,
sdItemRT,Information value,gpt2_small,8,8,6,mean,full,0.11039130273357534,0.11036979537924263,3202542.663392059,3202627.272030611,0.0019292072153157536,0.0019261746502257093,-625.2366776023991,-614.6605977835134,1078243285.9698064,2338280.5648715496,2.0129147855277607e-138,1078243285.9698064,-7941168.696052909,
sdItemRT,Information value,gpt2_small,8,8,7,mean,full,0.11083344450355259,0.11081194783852599,3202398.7197322045,3202483.3283707565,0.002371348985293009,0.002368327109509072,-769.1803374569863,-758.6042576381005,1077707391.4845235,2874175.0501544476,1.0070253861158536e-169,1077707391.4845235,-7405274.210770011,
sdItemRT,Information value,gpt2_small,8,8,8,mean,full,0.11131340946303647,0.11129192440173685,3202242.381310501,3202326.989949053,0.00285131394477689,0.002848303672719932,-925.5187591603026,-914.9426793414168,1077125653.6972756,3455912.8374023438,1.0365518826925118e-203,1077125653.6972756,-6823536.423522115,
sdItemRT,Information value,gpt2_small,8,8,9,mean,full,0.11186660994959441,0.11184513826257825,3202062.0831884323,3202146.6918269843,0.0034045144313348263,0.003401517533561327,-1105.8168812291697,-1095.240801410284,1076455151.3603952,4126415.174282789,6.714346845057627e-243,1076455151.3603952,-6153034.086641669,
sdItemRT,Information value,gpt2_small,8,8,10,mean,full,0.11247162393749988,0.11245016687742049,3201864.76948229,3201949.378120842,0.004009528419240294,0.004006546148403567,-1303.1305873715319,-1292.554507552646,1075721848.873154,4859717.661524057,8.84302086891531e-286,1075721848.873154,-5419731.599400401,
sdItemRT,Information value,gpt2_small,9,9,1,mean,full,0.10904752729486689,0.10902598745315562,3202979.704157538,3203064.31279609,0.0005854317766073036,0.0005823667241386943,-188.19591212365776,-177.619832304772,1079871998.5139742,709568.0207037926,2.8892591189591555e-43,1079871998.5139742,-9569881.240220666,
sdItemRT,Information value,gpt2_small,9,9,2,mean,full,0.10945195967158827,0.10943042960751348,3202848.238585256,3202932.847223808,0.00098986415332869,0.000986808878496559,-319.66148440539837,-309.0854045865126,1079381809.4047978,1199757.12988019,6.324899342582398e-72,1079381809.4047978,-9079692.131044269,
sdItemRT,Information value,gpt2_small,9,9,3,mean,full,0.10953342249382458,0.10951189439921094,3202821.7508983985,3202906.3595369505,0.0010713269755650012,0.0010682736701940199,-346.1491712629795,-335.57309144409373,1079283073.0262053,1298493.508472681,1.0774879367422045e-77,1079283073.0262053,-8980955.752451777,
sdItemRT,Information value,gpt2_small,9,9,4,mean,full,0.10973075801576437,0.10970923469197302,3202757.577085926,3202842.185724478,0.001268662497504791,0.0012656139629561025,-410.322983735241,-399.7469039163552,1079043894.045302,1537672.489376068,1.1510938043681133e-91,1079043894.045302,-8741776.77154839,
sdItemRT,Information value,gpt2_small,9,9,5,mean,full,0.11001928971120511,0.10999777336301253,3202663.720529992,3202748.329168544,0.0015571941929455324,0.001554152633995609,-504.1795396693051,-493.6034598504193,1078694181.4532888,1887385.0813891888,4.331880897470917e-112,1078694181.4532888,-8392064.17953527,
sdItemRT,Information value,gpt2_small,9,9,6,mean,full,0.11038458328854683,0.11036307577176352,3202544.850422413,3202629.459060965,0.0019224877702872512,0.0019194550427465984,-623.0496472483501,-612.4735674294643,1078251430.2207673,2330136.3139107227,6.01831787012499e-138,1078251430.2207673,-7949312.947013736,
sdItemRT,Information value,gpt2_small,9,9,7,mean,full,0.1107676217408029,0.11074612348443225,3202420.1535227476,3202504.7621612996,0.0023055262225433193,0.0023025027554153255,-747.7465469138697,-737.1704670949839,1077787171.450948,2794395.0837299824,4.605714531495397e-165,1077787171.450948,-7485054.177194476,
sdItemRT,Information value,gpt2_small,9,9,8,mean,full,0.11120349461168155,0.1111820068930589,3202278.191198527,3202362.799837079,0.00274139909342197,0.0027383861640419838,-889.7088711345568,-879.132791315671,1077258875.1359441,3322691.3987338543,6.308299048379512e-196,1077258875.1359441,-6956757.862190604,
sdItemRT,Information value,gpt2_small,9,9,9,mean,full,0.11172048281057412,0.11169900759075957,3202109.719598723,3202194.328237275,0.003258387292314535,0.0032553868617426485,-1058.1804709383287,-1047.6043911194429,1076632263.6200109,3949302.9146671295,1.5147527358350316e-232,1076632263.6200109,-6330146.346257329,
sdItemRT,Information value,gpt2_small,9,9,10,mean,full,0.11224803801795658,0.11222657555242022,3201937.7034053328,3202022.312043885,0.0037859424996969926,0.003782954823403295,-1230.196664328687,-1219.6205845098011,1075992844.4438198,4588722.090858221,6.251773766543388e-270,1075992844.4438198,-5690727.170066237,
sdItemRT,Information value,gpt2_small,10,10,1,mean,full,0.10904576085804885,0.10902422097363185,3202980.2782280347,3203064.8868665867,0.0005836653397892633,0.0005806002446149261,-187.62184162670746,-177.0457618078217,1079874139.509948,707427.0247299671,3.855585370651531e-43,1079874139.509948,-9572022.236194491,
sdItemRT,Information value,gpt2_small,10,10,2,mean,full,0.10945121471783592,0.10942968463575098,3202848.4807962333,3202933.0894347853,0.0009891191995763382,0.0009860639067340582,-319.41927342815325,-308.8431936092675,1079382712.3201854,1198854.2144925594,7.141839636655757e-72,1079382712.3201854,-9080595.0464319,
sdItemRT,Information value,gpt2_small,10,10,3,mean,full,0.10955104450999298,0.10952951684141266,3202816.0207701907,3202900.6294087428,0.001088948991733396,0.0010858961123957345,-351.87929947068915,-341.3032196518034,1079261714.3988929,1319852.1357851028,6.090352578252927e-79,1079261714.3988929,-8959597.125139356,
sdItemRT,Information value,gpt2_small,10,10,4,mean,full,0.10983761333464537,0.1098160925942091,3202722.8216364323,3202807.4302749843,0.001375517816385785,0.001372471865192182,-445.0784332291223,-434.50235341023654,1078914380.8891158,1667185.645562172,3.1389916363506828e-99,1078914380.8891158,-8612263.615362287,
sdItemRT,Information value,gpt2_small,10,10,5,mean,full,0.11022109644487577,0.11019958497560245,3202598.0566755002,3202682.6653140523,0.0017590009266161832,0.0017559642465855285,-569.843394161202,-559.2673143423162,1078449583.1750655,2131983.359612465,2.2489593133826154e-126,1078449583.1750655,-8147465.901311994,
