y,metric,model,layer,layer_idx,horizon,aggregation,dist_metric,fold,loglik,rsquared,rsquared_adj,aic,bic,delta_loglik,delta_rsquared,delta_rsquared_adj,delta_aic,delta_bic,anova_rss,anova_delta_ss,anova_p
rating_mean,Information value,gpt2_small,All,All,8,mean,cosine_std,4,-0.8632596132341197,0.3854494421257302,0.37646063488969395,2317.2788597116078,2420.971442765954,0.11930056729479566,0.16560422144836473,0.16018319521532842,-288.7148965236711,-221.31471753834603,,,
rating_mean,Information value,gpt2_small,All,All,9,mean,cosine_std,4,-0.867757533030746,0.3798961028608735,0.37082606895352677,2329.144372135108,2432.8369551894543,0.11480264749816937,0.16005088218350805,0.15454862927916124,-276.84938410017094,-209.44920511484588,,,
rating_mean,Information value,gpt2_small,All,All,10,mean,cosine_std,4,-0.8704168664130028,0.37658919048569406,0.36747078757516916,2336.1596935975012,2439.8522766518477,0.1121433141159126,0.1567439698083286,0.15119334790080363,-269.8340626377776,-202.43388365245255,,,
rating_mean,Information value,gpt2_small,All,All,1,mean,cosine_std,5,-0.8249331952208493,0.41159270120807345,0.40298628190318775,2216.1737689926003,2319.8663520469468,0.14284103139975124,0.19456824061696054,0.1895425021325423,-350.8146408325438,-283.4144618472187,,,
rating_mean,Information value,gpt2_small,All,All,2,mean,cosine_std,5,-0.8339267546811504,0.4009131902669979,0.3921505656442673,2239.898778848875,2343.5913619032212,0.13384747193945012,0.183888729675885,0.17870678587362188,-327.0896309762693,-259.68945199094424,,,
rating_mean,Information value,gpt2_small,All,All,3,mean,cosine_std,5,-0.820112711388202,0.41723825890150124,0.40871441511330153,2203.457332642077,2307.1499156964232,0.14766151523239857,0.20021379831038832,0.1952706353426561,-363.5310771830673,-296.1308981977422,,,
rating_mean,Information value,gpt2_small,All,All,4,mean,cosine_std,5,-0.8247649472907113,0.4117906645194884,0.4031871407518751,2215.729930952896,2319.4225140072426,0.14300927932988927,0.19476620392837551,0.18974336098122968,-351.2584788722479,-283.85829988692285,,,
rating_mean,Information value,gpt2_small,All,All,5,mean,cosine_std,5,-0.8274829427510025,0.40858445735116633,0.3999340375587661,2222.9000029771446,2326.592586031491,0.140291283869598,0.19155999676005342,0.18649025778812067,-344.0884068479995,-276.68822786267447,,,
rating_mean,Information value,gpt2_small,All,All,6,mean,cosine_std,5,-0.8325334278277384,0.40258031381920745,0.3938420736056316,2236.223182609574,2339.9157656639204,0.1352407987928621,0.18555585322809454,0.18039829383498618,-330.7652272155701,-263.36504823024507,,,
rating_mean,Information value,gpt2_small,All,All,7,mean,cosine_std,5,-0.8375944333161496,0.3965025173282022,0.38767537939843766,2249.5741150880026,2353.266698142349,0.13017979330445095,0.17947805673708928,0.17423159962779222,-317.4142947371415,-250.01411575181646,,,
rating_mean,Information value,gpt2_small,All,All,8,mean,cosine_std,5,-0.8417691629703604,0.3914425450331611,0.38254139673110577,2260.5870519158107,2364.279634970157,0.1260050636502401,0.1744180844420482,0.16909761696046033,-306.40135790933346,-239.0011789240084,,,
rating_mean,Information value,gpt2_small,All,All,9,mean,cosine_std,5,-0.845416426463118,0.3869871761071151,0.3780208607460952,2270.208533009705,2373.9011160640516,0.12235780015748254,0.16996271551600217,0.16457708097544976,-296.7798768154389,-229.37969783011386,,,
rating_mean,Information value,gpt2_small,All,All,10,mean,cosine_std,5,-0.8481841276345659,0.3835844945682002,0.37456840942331626,2277.509728699985,2381.2023117543313,0.11959009898603468,0.1665600339770873,0.16112462965267083,-289.47868112515926,-222.0785021398342,,,
rating_mean,Information value,gpt2_small,All,All,1,mean,cosine_std,6,-0.8355089634479679,0.4030460079721975,0.3943212957810218,2245.743663502635,2349.4514038142433,0.13997740948177229,0.19285794608991536,0.1877424278276859,-343.540361031879,-276.13032982933373,,,
rating_mean,Information value,gpt2_small,All,All,2,mean,cosine_std,6,-0.8552923109018606,0.37895301453184604,0.3698761739750037,2297.971700780912,2401.6794410925204,0.12019406202787952,0.16876495264956393,0.1632973060216678,-291.31232375360196,-223.9022925510567,,,
rating_mean,Information value,gpt2_small,All,All,3,mean,cosine_std,6,-0.8423965442815684,0.39476597173641736,0.3859202436310265,2263.9268769033406,2367.634617214949,0.13308982864817176,0.18457790985413525,0.1793413756776906,-325.3571476311736,-257.9471164286283,,,
rating_mean,Information value,gpt2_small,All,All,4,mean,cosine_std,6,-0.8460547582382977,0.39032158189461463,0.38141089732230515,2273.584561749106,2377.292302060714,0.1294316146914425,0.18013352001233252,0.17483202936896924,-315.6994627854083,-248.28943158286302,,,
rating_mean,Information value,gpt2_small,All,All,5,mean,cosine_std,6,-0.8488317907291282,0.38692596733948126,0.37796565455444286,2280.9159275248985,2384.6236678365067,0.126654582200612,0.17673790545719914,0.17138678660110696,-308.36809700961567,-240.9580658070704,,,
rating_mean,Information value,gpt2_small,All,All,6,mean,cosine_std,6,-0.8534829053467161,0.38119640461214876,0.3721523520641724,2293.1948701153306,2396.9026104269387,0.12200346758302405,0.17100834272986665,0.1655734841108365,-296.0891544191836,-228.67912321663835,,,
rating_mean,Information value,gpt2_small,All,All,7,mean,cosine_std,6,-0.8567357169685941,0.37715757826202345,0.3680544967135453,2301.7822927970883,2405.4900331086965,0.11875065596114609,0.16696951637974133,0.16147562876020938,-287.50173173742587,-220.0917005348806,,,
rating_mean,Information value,gpt2_small,All,All,8,mean,cosine_std,6,-0.8596973816963882,0.3734573293212331,0.36430016721131264,2309.601087678465,2413.308827990073,0.11578899123335196,0.16326926743895098,0.15772129925797673,-279.6829368560493,-212.27290565350404,,,
rating_mean,Information value,gpt2_small,All,All,9,mean,cosine_std,6,-0.8638773588038978,0.3681975059729591,0.3589634695217946,2320.6362272422903,2424.3439675538984,0.11160901412584234,0.15800944409067696,0.15238460156845868,-268.6477972922239,-201.23776608967864,,,
rating_mean,Information value,gpt2_small,All,All,10,mean,cosine_std,6,-0.8664177206953959,0.36497932359029295,0.3556982521658433,2327.342782635845,2431.0505229474534,0.10906865223434425,0.15479126170801083,0.14911938421250737,-261.941241898669,-194.5312106961237,,,
rating_mean,Information value,gpt2_small,All,All,1,mean,cosine_std,7,-0.850867032326972,0.3967606890544362,0.3879441145098471,2286.288965343206,2389.9967056548144,0.13305047451137875,0.1839076245265039,0.17868806568094942,-325.25325271003976,-257.8432215074945,,,
rating_mean,Information value,gpt2_small,All,All,2,mean,cosine_std,7,-0.8573990463568772,0.38882825179599323,0.37989574162993467,2303.533482382156,2407.241222693764,0.12651846048147353,0.17597518726806094,0.17063969280103697,-308.0087356710901,-240.59870446854484,,,
rating_mean,Information value,gpt2_small,All,All,3,mean,cosine_std,7,-0.8401602165562205,0.40954090957015876,0.4009111228638764,2258.022971708422,2361.7307120200303,0.14375729028213025,0.19668784504222647,0.19165507403497872,-353.51924634482384,-286.1092151422786,,,
rating_mean,Information value,gpt2_small,All,All,4,mean,cosine_std,7,-0.8453840753108222,0.40333962154814407,0.39461920063230915,2271.8139588205704,2375.5216991321786,0.13853343152752862,0.19048655702021178,0.18536315180341145,-339.72825923267555,-272.3182280301303,,,
rating_mean,Information value,gpt2_small,All,All,5,mean,cosine_std,7,-0.8483684157642415,0.39976769690438974,0.3909950709360692,2279.6926176175975,2383.4003579292057,0.13554909107410928,0.18691463237645745,0.18173902210717152,-331.8496004356484,-264.43956923310316,,,
rating_mean,Information value,gpt2_small,All,All,6,mean,cosine_std,7,-0.8537051654696446,0.39332680549294974,0.3844600434193851,2293.7816368398617,2397.48937715147,0.13021234136870619,0.18047374096501745,0.1752039945904874,-317.7605812133843,-250.35055001083902,,,
rating_mean,Information value,gpt2_small,All,All,7,mean,cosine_std,7,-0.8573674229404585,0.3888669052510192,0.37993496002007254,2303.4499965628106,2407.157736874419,0.12655008389789224,0.1760138407230869,0.17067891119117484,-308.09222149043535,-240.68219028789008,,,
rating_mean,Information value,gpt2_small,All,All,8,mean,cosine_std,7,-0.8606419633798914,0.3848514106384546,0.37586077740932433,2312.0947833229134,2415.8025236345215,0.12327554345845937,0.17199834611052234,0.16660472858042663,-299.4474347303326,-232.03740352778732,,,
rating_mean,Information value,gpt2_small,All,All,9,mean,cosine_std,7,-0.8650022937882843,0.37946344929314313,0.37039406893665827,2323.6060556010707,2427.313795912679,0.11891521305006647,0.16661038476521084,0.16113802010776057,-287.93616245217527,-220.52613124963,,,
rating_mean,Information value,gpt2_small,All,All,10,mean,cosine_std,7,-0.8673659756110513,0.3765230025581897,0.3674106464417324,2329.8461756131755,2433.5539159247837,0.11655153122729944,0.16366993803025742,0.15815459761283468,-281.6960424400704,-214.28601123752514,,,
rating_mean,Information value,gpt2_small,All,All,1,mean,cosine_std,8,-0.8361587967445382,0.4075391472151172,0.39888010398210727,2247.459223405581,2351.166963717189,0.13954954235972072,0.19073585236268265,0.18565577350963114,-342.4107918296627,-275.0007606271174,,,
rating_mean,Information value,gpt2_small,All,All,2,mean,cosine_std,8,-0.850336121289372,0.3904996954049299,0.3815916140300788,2284.887360203942,2388.5951005155503,0.12537221781488694,0.17369640055249536,0.16836728355760266,-304.9826550313014,-237.57262382875615,,,
rating_mean,Information value,gpt2_small,All,All,3,mean,cosine_std,8,-0.8355604011316292,0.4082477750410074,0.39959908867622207,2245.879458987501,2349.587199299109,0.1401479379726297,0.19144448018857285,0.18637475820374594,-343.99055624774246,-276.5805250451972,,,
rating_mean,Information value,gpt2_small,All,All,4,mean,cosine_std,8,-0.840906223741246,0.40188702735725557,0.39314537621863077,2259.9924306768894,2363.7001709884976,0.1348021153630129,0.18508373250482102,0.17992104574615464,-329.8775845583541,-262.46755335580883,,,
rating_mean,Information value,gpt2_small,All,All,5,mean,cosine_std,8,-0.8449280540981735,0.3970566084555598,0.3882443588868333,2270.610062819178,2374.317803130786,0.1307802850060854,0.18025331360312524,0.17502002841435715,-319.2599524160655,-251.84992121352025,,,
rating_mean,Information value,gpt2_small,All,All,6,mean,cosine_std,8,-0.8487412612707723,0.39244073340953967,0.383561021051679,2280.676929754839,2384.384670066447,0.1269670778334866,0.17563743855710512,0.17033669057920287,-309.19308548040453,-241.78305427785926,,,
rating_mean,Information value,gpt2_small,All,All,7,mean,cosine_std,8,-0.8530838502541518,0.38714099176845673,0.37818382164814957,2292.1413646709607,2395.849104982569,0.12262448885010713,0.17033769691602219,0.16495949117567343,-297.7286505642828,-230.31861936173755,,,
rating_mean,Information value,gpt2_small,All,All,8,mean,cosine_std,8,-0.8563399784546118,0.38313687299622845,0.37412118114001947,2300.7375431201754,2404.4452834317835,0.11936836064964707,0.1663335781437939,0.16089685066754333,-289.13247211506814,-221.72244091252287,,,
rating_mean,Information value,gpt2_small,All,All,9,mean,cosine_std,8,-0.8607695964570347,0.3776476577469211,0.3685517388986068,2312.4317346465714,2416.1394749581796,0.11493874264722426,0.16084436289448656,0.1553274084261307,-277.4382805886721,-210.02824938612684,,,
rating_mean,Information value,gpt2_small,All,All,10,mean,cosine_std,8,-0.8641624072071019,0.37341024984875437,0.36425239965423617,2321.388755026749,2425.0964953383573,0.111545931897157,0.15660695499631982,0.15102806918176004,-268.4812602084944,-201.07122900594914,,,
rating_mean,Information value,gpt2_small,All,All,1,mean,cosine_std,9,-0.8395159896383709,0.39664469267295477,0.38782642279663637,2256.3222126452993,2360.0299529569074,0.12832773403730502,0.17654158684495458,0.17128720224284189,-312.78521785848534,-245.37518665594007,,,
rating_mean,Information value,gpt2_small,All,All,2,mean,cosine_std,9,-0.8484276794996622,0.3857944552055803,0.376817604935508,2279.8490738791083,2383.5568141907165,0.1194160441760137,0.16569134937758012,0.1602783843817135,-289.25835662467625,-221.84832542213098,,,
rating_mean,Information value,gpt2_small,All,All,3,mean,cosine_std,9,-0.8310739073619512,0.40674632418558376,0.39807569353906536,2234.0351154355512,2337.7428557471594,0.13676981631372476,0.18664321835758357,0.18153647298527087,-335.07231506823337,-267.6622838656881,,,
rating_mean,Information value,gpt2_small,All,All,4,mean,cosine_std,9,-0.8361918860903504,0.40064261946070145,0.3918827808220501,2247.5465792785253,2351.2543195901335,0.1316518375853255,0.18053951363270127,0.1753435602682556,-321.5608512252593,-254.15082002271402,,,
