y,metric,model,layer,layer_idx,horizon,aggregation,dist_metric,fold,loglik,rsquared,rsquared_adj,aic,bic,delta_loglik,delta_rsquared,delta_rsquared_adj,delta_aic,delta_bic,anova_rss,anova_delta_ss,anova_p,ias_coef
meanItemRT,Information value,gpt2_xl,8,2,4,mean,cosine_std,6,-4.92751730725017,0.22902259614539677,0.22900188573951552,2568178.8903311016,2568262.6560824583,0.012308108448944921,0.01921406556599914,0.019211549271169193,-6412.838426288683,-6402.367707369383,290721542.3014085,7245274.306743622,0.0,60.81004100437299
meanItemRT,Information value,gpt2_xl,8,2,5,mean,cosine_std,6,-4.92742580945824,0.22916366869721927,0.22914296208090412,2568131.2027799212,2568214.968531278,0.012399606240874661,0.019355138117821635,0.019352625612557794,-6460.525977469049,-6450.05525854975,290668346.4105339,7298470.197618246,0.0,65.77099439244282
meanItemRT,Information value,gpt2_xl,8,2,6,mean,cosine_std,6,-4.927333782336985,0.22930553133878773,0.22928482853326249,2568083.2393486486,2568167.0051000053,0.012491633362129662,0.019497000759390093,0.019494492064916158,-6508.489408741705,-6498.018689822406,290614852.59120077,7351964.016951382,0.0,71.19724206036057
meanItemRT,Information value,gpt2_xl,8,2,7,mean,cosine_std,6,-4.927375574189511,0.22924111114732804,0.22922040661131327,2568105.020760683,2568188.7865120396,0.012449841509604376,0.019432580567930402,0.019430070142966938,-6486.70799670741,-6476.23727778811,290639144.272543,7327672.335609138,0.0,76.28895845403537
meanItemRT,Information value,gpt2_xl,8,2,8,mean,cosine_std,6,-4.927370797791469,0.22924847401462467,0.22922776967639513,2568102.53135934,2568186.297110697,0.012454617907645904,0.019439943435227036,0.019437433208048804,-6489.197398050223,-6478.726679130923,290636367.8693365,7330448.738815665,0.0,81.00952471020176
meanItemRT,Information value,gpt2_xl,8,2,9,mean,cosine_std,6,-4.927683616539711,0.2287661120833563,0.22874539478766354,2568265.568737099,2568349.3344884557,0.012141799159404165,0.018957581503958654,0.01895505831931721,-6326.16002029134,-6315.68930137204,290818257.7715628,7148558.836589336,0.0,84.11377836716065
meanItemRT,Information value,gpt2_xl,8,2,10,mean,cosine_std,6,-4.928083546341899,0.22814898647690096,0.22812825260365133,2568474.0073508415,2568557.7731021983,0.011741869357216217,0.018340455897503327,0.018337916135305,-6117.72140654875,-6107.25068762945,291050964.60214615,6915852.006006002,0.0,86.29732981145013
meanItemRT,Information value,gpt2_xl,12,3,1,mean,cosine_std,6,-4.928298480578328,0.2278171207362797,0.22779637794827567,2568586.0284956577,2568669.7942470144,0.011526935120786952,0.018008590156882054,0.018006041479929347,-6005.700261732563,-5995.229542813264,291176105.1308673,6790711.477284849,0.0,112.51648066945182
meanItemRT,Information value,gpt2_xl,12,3,2,mean,cosine_std,6,-4.917072381165171,0.24496114357943033,0.24494086132330406,2562735.120194713,2562818.88594607,0.022753034533944394,0.035152613000032695,0.03515052485495773,-11856.608562677167,-11846.137843757868,284711406.24696684,13255410.361185312,0.0,115.64137305004505
meanItemRT,Information value,gpt2_xl,12,3,3,mean,cosine_std,6,-4.924277587730272,0.23400194811011543,0.23398137146224018,2566490.387393965,2566574.1531453216,0.015547827968843464,0.024193417530717798,0.024191034993893856,-8101.341363425367,-8090.870644506067,288843919.3313875,9122897.276764631,0.0,96.11000139485033
meanItemRT,Information value,gpt2_xl,12,3,4,mean,cosine_std,6,-4.926193894731328,0.2310605402108714,0.23103988454932967,2567489.1436072313,2567572.909358588,0.013631520967787303,0.02125200963147378,0.021249548080983338,-7102.585150158964,-7092.114431239665,289953070.6978613,8013745.910290837,0.0,94.17070429695124
meanItemRT,Information value,gpt2_xl,12,3,5,mean,cosine_std,6,-4.926318088071071,0.23086952216955559,0.2308488613767855,2567553.871685585,2567637.6374369417,0.013507327628044408,0.02106099159015795,0.02105852490843918,-7037.85707180528,-7027.38635288598,290025100.1234983,7941716.4846538305,0.0,99.76418638018862
meanItemRT,Information value,gpt2_xl,12,3,6,mean,cosine_std,6,-4.9261300369488,0.23115873947760446,0.23113808645394374,2567455.8616972715,2567539.627448628,0.013695378750314902,0.021350208898206824,0.02134774998559741,-7135.8670601188205,-7125.396341199521,289916041.5422275,8050775.0659246445,0.0,107.95651175149095
meanItemRT,Information value,gpt2_xl,12,3,7,mean,cosine_std,6,-4.926141781384153,0.23114068005252308,0.23112002654374053,2567461.9827560442,2567545.748507401,0.013683634314961779,0.02133214947312545,0.021329690075394203,-7129.746001346037,-7119.275282426737,289922851.4226293,8043965.185522854,0.0,115.83482857075325
meanItemRT,Information value,gpt2_xl,12,3,8,mean,cosine_std,6,-4.926188154885765,0.23106936734770467,0.23104871192328225,2567486.1520686024,2567569.917819959,0.013637260813349705,0.021260836768307034,0.02125837545493592,-7105.5766887879,-7095.1059698686,289949742.14527154,8017074.462880611,0.0,123.1543071217063
meanItemRT,Information value,gpt2_xl,12,3,9,mean,cosine_std,6,-4.926725075146895,0.2302432149769592,0.23022253735999154,2567765.98846566,2567849.7542170165,0.013100340552219869,0.020434684397561576,0.020432200891645214,-6825.740291730501,-6815.269572811201,290261269.1630522,7705547.44509995,0.0,127.23672032741403
meanItemRT,Information value,gpt2_xl,12,3,10,mean,cosine_std,6,-4.927313438351526,0.22933688869493973,0.22931618673175247,2568072.636307555,2568156.4020589115,0.012511977347589465,0.0195283581155421,0.01952585026340614,-6519.092449835502,-6508.621730916202,290603028.30309916,7363788.305052996,0.0,129.84949762589258
meanItemRT,Information value,gpt2_xl,16,4,1,mean,cosine_std,6,-4.928731003288358,0.22714885847622124,0.22712809773700027,2568811.454141853,2568895.2198932096,0.011094412410757037,0.017340327896823604,0.01733776126865394,-5780.274615537375,-5769.803896618076,291428094.66251206,6538721.945640087,0.0,133.37734139377633
meanItemRT,Information value,gpt2_xl,16,4,2,mean,cosine_std,6,-4.918551895517784,0.24272365316311195,0.24270331080232577,2563506.225321123,2563589.9910724796,0.021273520181330774,0.03291512258371432,0.03291297433397944,-11085.503436267376,-11075.032717348076,285555123.1464045,12411693.461747646,0.0,136.97889194839837
meanItemRT,Information value,gpt2_xl,16,4,3,mean,cosine_std,6,-4.925566362499347,0.23202500344340649,0.2320043736897901,2567162.0813383097,2567245.8470896664,0.014259053199768168,0.02221647286400885,0.022214037221443772,-7429.647419080604,-7419.176700161304,289589389.17223716,8377427.435914993,0.0,106.69234561918736
meanItemRT,Information value,gpt2_xl,16,4,4,mean,cosine_std,6,-4.928224318639639,0.22793164540138688,0.22791090568980543,2568547.3761831564,2568631.141934513,0.011601097059475762,0.01812311482198925,0.018120569221459104,-6044.352574233897,-6033.8818553145975,291132919.96473265,6833896.643419504,0.0,96.97074311818396
meanItemRT,Information value,gpt2_xl,16,4,5,mean,cosine_std,6,-4.928907316836055,0.22687628216692868,0.22685551410561755,2568903.34664715,2568987.1123985066,0.010918098863060166,0.017067751587531044,0.017065177637271223,-5688.382110240404,-5677.911391321104,291530878.22612387,6435938.382028282,0.0,97.71376956431997
meanItemRT,Information value,gpt2_xl,16,4,6,mean,cosine_std,6,-4.9289680614986855,0.22678235018241688,0.2267615795978548,2568935.006036377,2569018.771787734,0.010857354200429548,0.016973819603019247,0.016971243129508484,-5656.7227210132405,-5646.252002093941,291566298.26732373,6400518.340828419,0.0,102.94742878595866
meanItemRT,Information value,gpt2_xl,16,4,7,mean,cosine_std,6,-4.929079891169089,0.22660939349145637,0.22658861826083943,2568993.2903186353,2569077.056069992,0.01074552453002564,0.016800862912058734,0.016798281792493097,-5598.438438754994,-5587.967719835695,291631517.0865732,6335299.521578968,0.0,108.59452778576926
meanItemRT,Information value,gpt2_xl,16,4,8,mean,cosine_std,6,-4.9291774028099065,0.22645854960889578,0.22643777032623014,2569044.1122156894,2569127.877967046,0.01064801288920858,0.016650019029498142,0.01664743385788381,-5547.616541700903,-5537.145822781604,291688397.56836873,6278419.039783418,0.0,114.30953216224287
meanItemRT,Information value,gpt2_xl,16,4,9,mean,cosine_std,6,-4.929665535106022,0.22570299973196095,0.22568220015331186,2569298.520910837,2569382.286662194,0.010159880593093362,0.015894469152563317,0.015891863684965535,-5293.207846553065,-5282.737127633765,291973301.6711478,5993514.937004328,0.0,117.33371795031638
meanItemRT,Information value,gpt2_xl,16,4,10,mean,cosine_std,6,-4.930195398822373,0.22488202102974597,0.22486119939752947,2569574.679521435,2569658.4452727917,0.009630016876742253,0.015073490450348337,0.015070862929183138,-5017.049235955346,-5006.578517036047,292282877.7927193,5683938.815432847,0.0,119.19769119614159
meanItemRT,Information value,gpt2_xl,20,5,1,mean,cosine_std,6,-4.9298381911594955,0.2254355794343107,0.225414772672075,2569388.507174035,2569472.272925392,0.009987224539619532,0.01562704885491306,0.015624436203728664,-5203.221583355218,-5192.750864435919,292074140.9966415,5892675.611510634,0.0,136.0540355356185
meanItemRT,Information value,gpt2_xl,20,5,2,mean,cosine_std,6,-4.919654810042462,0.24105138731070486,0.2410310000286221,2564081.051136411,2564164.8168877675,0.020170605656653073,0.031242856731307223,0.031240663560275772,-10510.677620979492,-10500.206902060192,286185704.1534731,11781112.454679072,0.0,147.03304229440087
meanItemRT,Information value,gpt2_xl,20,5,3,mean,cosine_std,6,-4.926494270236871,0.23059846026932607,0.23057779219514674,2567645.6957162144,2567729.461467571,0.01333114546224401,0.020789929689928432,0.020787455726800408,-6946.0330411759205,-6935.562322256621,290127312.6310243,7839503.97712785,0.0,109.14834290898078
meanItemRT,Information value,gpt2_xl,20,5,4,mean,cosine_std,6,-4.92996544421439,0.22523842296923857,0.22521761091088088,2569454.8299392094,2569538.595690566,0.009859971484725172,0.015429892389840938,0.015427274442534555,-5136.898818180896,-5126.428099261597,292148485.1101186,5818331.498033524,0.0,92.38061708917596
meanItemRT,Information value,gpt2_xl,20,5,5,mean,cosine_std,6,-4.931299625816213,0.2231683170164288,0.2231474493497818,2570150.1893799007,2570233.9551312574,0.008525789882901869,0.013359786437031174,0.013357112881435484,-4441.539377489593,-4431.068658570293,292929084.375829,5037732.23232317,0.0,87.68463286714146
meanItemRT,Information value,gpt2_xl,20,5,6,mean,cosine_std,6,-4.931655535088696,0.2226151569667767,0.22259427444084967,2570335.6850218074,2570419.450773164,0.0081698806104189,0.012806626387379061,0.012803937972503343,-4256.043735582847,-4245.573016663548,293137670.95952183,4829145.648630321,0.0,89.33600334546276
meanItemRT,Information value,gpt2_xl,20,5,7,mean,cosine_std,6,-4.931896426987809,0.2222405353083402,0.22221964271912653,2570461.2349889223,2570545.000740279,0.007928988711306317,0.01243200472894257,0.012429306250780203,-4130.4937684680335,-4120.023049548734,293278933.9664214,4687882.641730726,0.0,92.22294555668813
meanItemRT,Information value,gpt2_xl,20,5,8,mean,cosine_std,6,-4.932077327660793,0.22195908997654423,0.2219381898269961,2570555.5182488733,2570639.28400023,0.007748088038321832,0.012150559397146599,0.012147853358649763,-4036.2105085169896,-4025.73978959769,293385061.8769467,4581754.731205463,0.0,95.63420111573384
meanItemRT,Information value,gpt2_xl,20,5,9,mean,cosine_std,6,-4.932492858717277,0.2213122208969801,0.2212913033708901,2570772.08804914,2570855.8538004966,0.007332556981838323,0.011503690317582471,0.011500966902543763,-3819.6407082504593,-3809.1699893311597,293628984.429719,4337832.17843318,0.0,97.32469729749425
meanItemRT,Information value,gpt2_xl,20,5,10,mean,cosine_std,6,-4.932924665038547,0.22063944581962724,0.22061851022109458,2570997.14032211,2571080.906073467,0.006900750660568278,0.01083091524022961,0.010828173752748249,-3594.5884352801368,-3584.117716360837,293882675.6626035,4084140.9455486536,0.0,98.3005252508201
meanItemRT,Information value,gpt2_xl,24,6,1,mean,cosine_std,6,-4.931146753912776,0.22340579218735968,0.2233849308998973,2570070.514378292,2570154.2801296487,0.008678661786339248,0.013597261607962041,0.013594594431550977,-4521.214379098266,-4510.743660178967,292839536.8124294,5127279.795722723,0.0,131.14067833536166
meanItemRT,Information value,gpt2_xl,24,6,2,mean,cosine_std,6,-4.920925981947825,0.23911942418593413,0.23909898500642834,2564743.570679423,2564827.3364307797,0.018899433751290218,0.029310893606536492,0.029308648538082016,-9848.158077967353,-9837.687359048054,286914212.273808,11052604.334344149,0.0,151.08196781948635
meanItemRT,Information value,gpt2_xl,24,6,3,mean,cosine_std,6,-4.928492956002795,0.22751672113333554,0.22749597027583723,2568687.3867531847,2568771.1525045414,0.011332459696320463,0.017708190553937908,0.017705633807490906,-5904.342004205566,-5893.871285286266,291289380.3519542,6677436.256197929,0.0,104.72359243346537
meanItemRT,Information value,gpt2_xl,24,6,4,mean,cosine_std,6,-4.932114602202472,0.22190108557780874,0.22188018387011554,2570574.945292702,2570658.7110440587,0.007710813496642821,0.01209255499841111,0.012089847401769216,-4016.783464688342,-4006.3127457690425,293406934.2796609,4559882.328491271,0.0,84.1558116155508
meanItemRT,Information value,gpt2_xl,24,6,5,mean,cosine_std,6,-4.933480505689981,0.21977256350417096,0.21975160461898358,2571286.8377995496,2571370.6035509063,0.006344910009134175,0.009964032924773325,0.009961268150637248,-3304.8909578407183,-3294.420238921419,294209561.20099056,3757255.4071615934,0.0,77.2969010021134
meanItemRT,Information value,gpt2_xl,24,6,6,mean,cosine_std,6,-4.933897247027555,0.21912198636849833,0.2191010100071612,2571504.0383837973,2571587.804135154,0.005928168671560208,0.0093134557891007,0.009310673538814873,-3087.69037359301,-3077.2196546737105,294454881.99421114,3511934.613941014,0.0,77.06908648170673
meanItemRT,Information value,gpt2_xl,24,6,7,mean,cosine_std,6,-4.934157671194366,0.21871516141846536,0.21869417412877956,2571639.7683344493,2571723.534085806,0.0056677445047492725,0.00890663083906773,0.008903837660433234,-2951.960422941018,-2941.4897040217184,294608288.2760671,3358528.332085073,0.0,78.19544880687624
meanItemRT,Information value,gpt2_xl,24,6,8,mean,cosine_std,6,-4.934355525524133,0.21840593906531103,0.21838494346912962,2571742.8876368715,2571826.6533882283,0.005469890174982339,0.008597408485913394,0.008594607000783294,-2848.841120518744,-2838.3704015994444,294724890.3956281,3241926.2125240564,0.0,79.84921802263466
meanItemRT,Information value,gpt2_xl,24,6,9,mean,cosine_std,6,-4.934685772011763,0.21788953115535148,0.21786852168714566,2571915.0081432667,2571998.7738946234,0.005139643687352091,0.008081000575953845,0.008078185218799327,-2676.720614123624,-2666.2498952043243,294919618.41656554,3047198.1915866137,0.0,80.30868194895089
meanItemRT,Information value,gpt2_xl,24,6,10,mean,cosine_std,6,-4.935007983999437,0.21738535798476566,0.2173643349731914,2572082.9411646985,2572166.706916055,0.004817431699677854,0.007576827405368025,0.007573998504845081,-2508.787592691835,-2498.3168737725355,295109732.9400352,2857083.668116927,0.0,80.35747416811866
meanItemRT,Information value,gpt2_xl,28,7,1,mean,cosine_std,6,-4.932219951393093,0.22173712412354185,0.2217162180114287,2570629.8520266633,2570713.61777802,0.007605464306021936,0.011928593544144217,0.011925881543082384,-3961.876730727032,-3951.4060118077323,293468761.1589236,4498055.449228525,0.0,129.30159590522845
meanItemRT,Information value,gpt2_xl,28,7,2,mean,cosine_std,6,-4.922998384931081,0.23595917705420322,0.23593865298245487,2565823.6822454603,2565907.447996817,0.016827030768033602,0.026150646474805583,0.02614831651410854,-8768.046511929948,-8757.575793010648,288105883.93058676,9860932.677565396,0.0,149.09929412264822
meanItemRT,Information value,gpt2_xl,28,7,3,mean,cosine_std,6,-4.930608322783291,0.22424162705996498,0.22422078822514435,2569789.890534778,2569873.656286135,0.009217092915823955,0.014433096480567342,0.014430451756798024,-4801.838222612161,-4791.367503692862,292524358.69948053,5442457.9086716175,0.0,96.18601771664044
meanItemRT,Information value,gpt2_xl,28,7,4,mean,cosine_std,6,-4.933796140992931,0.21927987336352572,0.21925890124343317,2571451.343131824,2571535.1088831807,0.0060292747061838625,0.00947134278412809,0.00946856477508684,-3140.385625566356,-3129.9149066470563,294395345.6829338,3571470.9252183437,0.0,74.89920428729965
meanItemRT,Information value,gpt2_xl,28,7,5,mean,cosine_std,6,-4.9350444152455255,0.21732833265401608,0.21730730811059695,2572101.928692985,2572185.6944443416,0.0047810004535895345,0.007519802074618442,0.007516971642250625,-2489.8000644054264,-2479.329345486127,295131236.1540372,2835580.4541149735,0.0,66.86016190783509
meanItemRT,Information value,gpt2_xl,28,7,6,mean,cosine_std,6,-4.935516167318167,0.21658953021473015,0.21656848582520627,2572347.8002122208,2572431.5659635775,0.004309248380947928,0.006780999635332519,0.006778149356859942,-2243.9285451695323,-2233.4578262502328,295409825.1029887,2556991.505163431,0.0,64.68473665908405
meanItemRT,Information value,gpt2_xl,28,7,7,mean,cosine_std,6,-4.935808319562951,0.21613164620125136,0.21611058951180306,2572500.066456375,2572583.832207732,0.004017096136164078,0.0063231156218537254,0.006320253043456736,-2091.662301015109,-2081.1915820958093,295582484.8280704,2384331.780081749,0.0,63.92152295679645
meanItemRT,Information value,gpt2_xl,28,7,8,mean,cosine_std,6,-4.9360546212450975,0.21574541489135834,0.21572434782675876,2572628.43593749,2572712.2016888466,0.003770794454017512,0.005936884311960711,0.005934011358412428,-1963.2928199004382,-1952.8221009811386,295728125.6231648,2238690.984987378,0.0,63.51413496469708
meanItemRT,Information value,gpt2_xl,28,7,9,mean,cosine_std,6,-4.936350259315808,0.2152815667487985,0.215260487224063,2572782.5189522873,2572866.284703644,0.0034751563833070875,0.005473036169400869,0.005470150755716663,-1809.2098051030189,-1798.7390861837193,295903034.3127378,2063782.2954143286,0.0,62.45393319528674
meanItemRT,Information value,gpt2_xl,28,7,10,mean,cosine_std,6,-4.93661850054341,0.21486046613058696,0.2148393752940222,2572922.3230612185,2573006.088812575,0.003206915155705481,0.005051935551189324,0.005049038825675867,-1669.4056961718015,-1658.934977252502,296061823.68915594,1904992.9189962149,0.0,61.28706032605305
meanItemRT,Information value,gpt2_xl,32,8,1,mean,cosine_std,6,-4.933347360783049,0.21998030246240097,0.21995934915760817,2571217.444271796,2571301.2100231526,0.006478054916065901,0.010171771883003333,0.010169012689261847,-3374.2844855943695,-3363.81376667507,294131226.62201226,3835589.9861398935,0.0,132.23193254431817
meanItemRT,Information value,gpt2_xl,32,8,2,mean,cosine_std,6,-4.930173408880843,0.22491610987817723,0.22489528916167356,2569563.2186277886,2569646.9843791453,0.009652006818272163,0.015107579298779594,0.015104952693327234,-5028.510129601695,-5018.039410682395,292270023.5086097,5696793.099542439,0.0,114.80390528678561
meanItemRT,Information value,gpt2_xl,32,8,3,mean,cosine_std,6,-4.934760269191111,0.21777299242604686,0.21775197982731553,2571953.8351791766,2572037.6009305334,0.005065146508004048,0.007964461846649229,0.007961643358969206,-2637.8935782136396,-2627.42285929434,294963563.04964024,3003253.558511913,0.0,68.53582888344324
meanItemRT,Information value,gpt2_xl,32,8,4,mean,cosine_std,6,-4.936663684281691,0.2147895118462031,0.21476841910362654,2572945.872283406,2573029.638034763,0.0031617314174239297,0.004980981266805462,0.004978082635280212,-1645.8564739841968,-1635.3857550648972,296088579.25797784,1878237.3501743078,0.0,51.603101153976255
meanItemRT,Information value,gpt2_xl,32,8,5,mean,cosine_std,6,-4.937424812799174,0.21359330942385557,0.2135721845482521,2573342.5633331756,2573426.3290845323,0.002400602899941262,0.0037847788444579367,0.0037818480799057808,-1249.165424214676,-1238.6947052953765,296539645.4129532,1427171.1951989532,4.728083416081743e-274,44.838963073143205
meanItemRT,Information value,gpt2_xl,32,8,6,mean,cosine_std,6,-4.93762174776426,0.2132835064685541,0.2132623732708585,2573445.2034737593,2573528.969225116,0.002203667934854714,0.003474975889156462,0.0034720368025121795,-1146.5252836309373,-1136.0545647116378,296656466.46701324,1310350.1411389112,9.561757112253306e-252,43.40192263639085
meanItemRT,Information value,gpt2_xl,32,8,7,mean,cosine_std,6,-4.937670114476077,0.2132074010078292,0.21318626576574817,2573470.4116235576,2573554.1773749143,0.0021553012230377533,0.0033988704284315663,0.003395929297401845,-1121.317133832723,-1110.8464149134234,296685164.4506492,1281652.1575029492,2.877729605695768e-246,43.55175252434137
meanItemRT,Information value,gpt2_xl,32,8,8,mean,cosine_std,6,-4.937742298192704,0.2130938055802789,0.21307266728673702,2573508.032910459,2573591.798661816,0.002083117506410659,0.0032852750008812714,0.0032823308183906885,-1083.6958469310775,-1073.225128011778,296727999.21821916,1238817.38993299,4.320419786839694e-238,43.56895833710307
meanItemRT,Information value,gpt2_xl,32,8,9,mean,cosine_std,6,-4.9378090419896346,0.2129887563545484,0.21296761523911822,2573542.8189764936,2573626.5847278503,0.00201637370948049,0.003180225775150758,0.0031772787707718964,-1048.9097808967344,-1038.439061977435,296767611.3686781,1199205.2394740582,1.5704930793940247e-230,43.556330887363245
meanItemRT,Information value,gpt2_xl,32,8,10,mean,cosine_std,6,-4.937875183401837,0.21288464139825614,0.2128634974860345,2573577.2910868367,2573661.0568381934,0.0019502322972781982,0.003076110818858502,0.003073161017688175,-1014.4376705535688,-1003.9669516342692,296806871.22314155,1159945.3850106,4.8813946114114375e-223,43.44075050077744
meanItemRT,Information value,gpt2_xl,36,9,1,mean,cosine_std,6,-4.93434137178907,0.21842806370264756,0.21840706870078996,2571735.510880002,2571819.2766313585,0.005484043910045422,0.008619533123249923,0.008616732232443636,-2856.217877388466,-2845.7471584691666,294716547.5976976,3250269.0104545355,0.0,146.96621208817032
meanItemRT,Information value,gpt2_xl,36,9,2,mean,cosine_std,6,-4.9374015123886785,0.21362995576741484,0.21360883187622492,2573330.4194388306,2573414.1851901873,0.002423903310436515,0.0038214251880172023,0.003818495407878597,-1261.30931855971,-1250.8385996404104,296525826.7439935,1440989.8641586304,1.0855849828191204e-276,53.048592148061104
meanItemRT,Information value,gpt2_xl,36,9,3,mean,cosine_std,6,-4.938452409740274,0.21197542924526258,0.21195426090929959,2573878.134527714,2573961.9002790707,0.0013730059588406007,0.002166898665864947,0.0021639244409532576,-713.5942296762951,-703.1235107569955,297149718.57259166,817098.0355604887,1.2296023566933053e-157,32.172702207915364
meanItemRT,Information value,gpt2_xl,36,9,4,mean,cosine_std,6,-4.939163799545704,0.21085344597494893,0.21083224749967333,2574248.9023576262,2574332.668108983,0.0006616161534109821,0.0010449153955512935,0.001041911031327003,-342.8263997640461,-332.35568084474653,297572798.0365956,394018.57155656815,5.704760551089061e-77,21.490591349027483
meanItemRT,Information value,gpt2_xl,36,9,5,mean,cosine_std,6,-4.939454768457144,0.2103940780983813,0.21037286728332105,2574400.5518626417,2574484.3176139984,0.0003706472419713336,0.0005855475189836534,0.0005825308149747244,-191.17689474858344,-180.7061758292839,297746017.29943234,220799.30871981382,6.460828798249123e-44,16.125648156899786
meanItemRT,Information value,gpt2_xl,36,9,6,mean,cosine_std,6,-4.939507388471154,0.21031097557651213,0.2102897625291077,2574427.9767825035,2574511.7425338603,0.0003180272279612595,0.0005024449971144929,0.0004994260607613654,-163.75197488674894,-153.2812559674494,297777353.74743474,189462.8607174158,6.283851448275336e-38,15.062256540986777
meanItemRT,Information value,gpt2_xl,36,9,7,mean,cosine_std,6,-4.939452730574843,0.21039729633984516,0.210376085611235,2574399.489742841,2574483.255494198,0.0003726851242724649,0.0005887657604475294,0.0005857491428886696,-192.23901454918087,-181.76829562988132,297744803.75916874,222012.84898340702,3.7886170158404456e-44,16.44190196584456
meanItemRT,Information value,gpt2_xl,36,9,8,mean,cosine_std,6,-4.939449591759724,0.21040225315820116,0.2103810425627437,2574397.853830067,2574481.6195814237,0.00037582393939139536,0.0005937225788035239,0.0005907060943973752,-193.87492732331157,-183.40420840401202,297742934.6332123,223881.97493982315,1.6651576658888048e-44,16.69072048496566
meanItemRT,Information value,gpt2_xl,36,9,9,mean,cosine_std,6,-4.939441359727507,0.21041525303931108,0.2103940427930634,2574393.56339366,2574477.3291450166,0.00038405597160817706,0.0006067224599134446,0.0006037063247170682,-198.16536373039708,-187.69464481109753,297738032.6147263,228783.9934258461,1.9282824693257173e-45,17.01916673782962
meanItemRT,Information value,gpt2_xl,36,9,10,mean,cosine_std,6,-4.939446670696002,0.2104068660753724,0.2103856556038296,2574396.331406708,2574480.0971580646,0.000378745003112968,0.0005983354959747667,0.0005953191354832743,-195.39735068241134,-184.9266317631118,297741195.1861315,225621.42202067375,7.748391560501819e-45,17.011106275209652
meanItemRT,Information value,gpt2_xl,40,10,1,mean,cosine_std,6,-4.935160104024467,0.2171472190430651,0.21712618963447572,2572162.224296304,2572245.9900476607,0.0046653116746480094,0.007338688463667475,0.007335853166129391,-2429.504461086355,-2419.0337421670556,295199530.79930717,2767285.8088449836,0.0,163.1491011271184
meanItemRT,Information value,gpt2_xl,40,10,2,mean,cosine_std,6,-4.939810492740239,0.20983211421703274,0.2098108883061992,2574585.9510903,2574669.7168416567,1.4922958875729364e-05,2.358363763510507e-05,2.0551837852877952e-05,-5.777667090296745,4.693051829002798,297957923.64777213,8892.960380017757,0.005290349150103732,3.1676415545747187
meanItemRT,Information value,gpt2_xl,40,10,3,mean,cosine_std,6,-4.939818943527636,0.2098187590225591,0.2097975327529712,2574590.355539282,2574674.1212906386,6.472171478755229e-06,1.0228443161452994e-05,7.196284624866323e-06,-1.37321810843423,9.097500810865313,297962959.64845866,3856.959693491459,0.06626862487352332,1.7488594006862388
meanItemRT,Information value,gpt2_xl,40,10,4,mean,cosine_std,6,-4.939699021468629,0.2100082566196444,0.20998703544044195,2574527.8536011917,2574611.6193525484,0.00012639423048632636,0.00019972604024676155,0.00019669897209562137,-63.87515619862825,-53.404437279328704,297891503.55465925,75313.05349290371,4.809332856826501e-16,-7.605991196665148
meanItemRT,Information value,gpt2_xl,40,10,5,mean,cosine_std,6,-4.939405329741462,0.21047214844409756,0.21045093972620454,2574374.7849972933,2574458.55074865,0.00042008595765263834,0.000663617864699928,0.0006606032578582166,-216.94376009702682,-206.47304117772728,297716578.39343953,250238.21471261978,1.5428960858565433e-49,-13.976411487819757
meanItemRT,Information value,gpt2_xl,40,10,6,mean,cosine_std,6,-4.939321717366767,0.21060416600268717,0.21058296083112016,2574331.2072309507,2574414.9729823074,0.0005036983323476463,0.0007956354232895313,0.0007926243627738305,-260.52152643958107,-250.05080752028152,297666796.9756546,300019.63249754906,4.861384947875478e-59,-15.479978104024635
meanItemRT,Information value,gpt2_xl,40,10,7,mean,cosine_std,6,-4.939436865808913,0.2104223496665497,0.21040113961093543,2574391.221217216,2574474.9869685727,0.00038854989020187247,0.0006138190871520788,0.0006108031425891003,-200.50754017429426,-190.03682125499472,297735356.60579836,231460.00235378742,5.944132073669646e-46,-13.71816758091704
meanItemRT,Information value,gpt2_xl,40,10,8,mean,cosine_std,6,-4.939470892379187,0.21036861459923017,0.21034740310015587,2574408.9554573237,2574492.7212086804,0.0003545233199284681,0.0005600840198325407,0.0005570666318095441,-182.7733000665903,-172.30258114729077,297755619.1213646,211197.4867875576,4.411684462076919e-42,-13.242515181732221
meanItemRT,Information value,gpt2_xl,40,10,9,mean,cosine_std,6,-4.939488192258944,0.2103412930706151,0.21032008083761533,2574417.9719470544,2574501.737698411,0.0003372234401712859,0.0005327624912174755,0.0005297443692690029,-173.75681033590809,-163.28609141660854,297765921.5723797,200895.03577244282,4.103860625906953e-40,-13.029457939715382
meanItemRT,Information value,gpt2_xl,40,10,10,mean,cosine_std,6,-4.939499667780741,0.21032316937125317,0.21030195665140494,2574423.9528513085,2574507.7186026652,0.0003257479183744749,0.0005146387918555373,0.0005116201830586142,-167.77590608177707,-157.30518716247752,297772755.6894425,194060.91870963573,8.304634355953986e-39,-12.882011068328389
meanItemRT,Information value,gpt2_xl,44,11,1,mean,cosine_std,6,-4.935531089952156,0.2165661487704168,0.2165451037528081,2572355.5777099845,2572439.343461341,0.004294325746958982,0.006757618191019166,0.006754767284461782,-2236.151047405787,-2225.6803284864873,295418641.8199483,2548174.7882038355,0.0,176.0476625013763
