y,metric,model,layer,layer_idx,horizon,aggregation,dist_metric,fold,loglik,rsquared,rsquared_adj,aic,bic,delta_loglik,delta_rsquared,delta_rsquared_adj,delta_aic,delta_bic,anova_rss,anova_delta_ss,anova_p,ias_coef
meanItemRT,Information value,gpt2_medium,18,9,2,mean,cosine_std,8,-4.9177878322754385,0.24055945224582986,0.24053905174912527,2563108.0047279713,2563191.770479328,0.01913447236812349,0.029626255541158386,0.029624023260135246,-9970.657384597696,-9960.186665678397,285119092.0400538,11122675.903230786,0.0,161.13617166078342
meanItemRT,Information value,gpt2_medium,18,9,3,mean,cosine_std,8,-4.925806492501443,0.22828187423464585,0.22826114393109798,2567287.234213842,2567370.999965199,0.011115812142119097,0.017348677529974377,0.017346115442107957,-5791.427898726892,-5780.957179807592,289728500.77567065,6513267.167613924,0.0,115.7656857095574
meanItemRT,Information value,gpt2_medium,18,9,4,mean,cosine_std,8,-4.928435241825917,0.2242138828719067,0.2241930432918069,2568657.306816766,2568741.0725681228,0.008487062817644997,0.013280686167235212,0.013278014802816873,-4421.355295802932,-4410.884576883633,291255759.23876023,4986008.704524338,0.0,99.99392111133972
meanItemRT,Information value,gpt2_medium,18,9,5,mean,cosine_std,8,-4.929201351915284,0.22302429660747902,0.22300342507207904,2569056.5942020235,2569140.35995338,0.0077209527282775525,0.012091099902807545,0.012088396583089023,-4022.0679105455056,-4011.597191626206,291702369.2553309,4539398.687953651,0.0,97.16435977801412
meanItemRT,Information value,gpt2_medium,18,9,6,mean,cosine_std,8,-4.929399937995382,0.222715642198568,0.22269476237192887,2569160.094883937,2569243.8606352936,0.007522366648180068,0.01178244549389651,0.011779733882938848,-3918.5672286320478,-3908.0965097127482,291818248.3258956,4423519.617388964,0.0,98.79352868935894
meanItemRT,Information value,gpt2_medium,18,9,7,mean,cosine_std,8,-4.9293723291230185,0.22275856090289892,0.2227376822291649,2569145.7054709676,2569229.4712223243,0.007549975520543484,0.01182536419822744,0.011822653740174882,-3932.9566416013986,-3922.485922682099,291802135.2252104,4439632.718074143,0.0,102.36837632166328
meanItemRT,Information value,gpt2_medium,18,9,8,mean,cosine_std,8,-4.929370072501996,0.22276206877368032,0.2227411901941766,2569144.52934717,2569228.295098527,0.007552232141565973,0.011828872069008844,0.011826161705186577,-3934.1327653988265,-3923.662046479527,291800818.2545336,4440949.688750982,0.0,105.7606409104426
meanItemRT,Information value,gpt2_medium,18,9,9,mean,cosine_std,8,-4.929367829558797,0.22276555536695652,0.22274467688111155,2569143.36035209,2569227.126103447,0.007554475084765144,0.011832358662285047,0.011829648392121528,-3935.3017604788765,-3924.831041559577,291799509.27213573,4442258.671148837,0.0,108.96564585739941
meanItemRT,Information value,gpt2_medium,18,9,10,mean,cosine_std,8,-4.929493962332084,0.22256946116218157,0.22254857740874956,2569209.0992399342,2569292.864991291,0.00742834231147782,0.011636264457510093,0.01163354891975954,-3869.562872634735,-3859.0921537154354,291873129.520337,4368638.422947586,0.0,110.81695631540556
meanItemRT,Information value,gpt2_medium,20,10,1,mean,cosine_std,8,-4.931574882141951,0.2193271776919955,0.21930620684261704,2570293.649673799,2570377.415425156,0.005347422501611021,0.008393980987324023,0.008391178353627016,-2785.012438769918,-2774.5417198506184,293090389.9390619,3151378.004222691,0.0,94.58484976293856
meanItemRT,Information value,gpt2_medium,20,10,2,mean,cosine_std,8,-4.921518067152823,0.23487248165008867,0.23485192838694935,2565052.1583832456,2565135.9241346023,0.01540423749073927,0.023939284945417194,0.02393689989795933,-8026.503729323391,-8016.033010404091,287254168.83771914,8987599.105565429,0.0,157.62890784425826
meanItemRT,Information value,gpt2_medium,20,10,3,mean,cosine_std,8,-4.927231291422297,0.22607965169498123,0.22605886223415783,2568029.822313804,2568113.588065161,0.009691013221265088,0.015146454990309755,0.015143833745167812,-5048.839798764791,-5038.369079845492,290555287.93213224,5686480.011152327,0.0,114.9269227555838
meanItemRT,Information value,gpt2_medium,20,10,4,mean,cosine_std,8,-4.929031237301642,0.22328860148599128,0.22326773705048986,2568967.932506768,2569051.6982581248,0.007891067341920355,0.012355404781319801,0.012352708561499837,-4110.729605800938,-4100.258886881638,291603140.46486664,4638627.478417933,0.0,101.72764108298838
meanItemRT,Information value,gpt2_medium,20,10,5,mean,cosine_std,8,-4.9294656329068,0.22261350823492632,0.22259262566471016,2569194.334283429,2569278.100034786,0.0074566717367616775,0.011680311530254839,0.011677597175720145,-3884.327829139773,-3873.8571102204733,291856592.7928405,4385175.15044409,0.0,99.91289864649987
meanItemRT,Information value,gpt2_medium,20,10,6,mean,cosine_std,8,-4.929465160402139,0.2226142428720842,0.22259336032160226,2569194.08801967,2569277.8537710267,0.007457144241422853,0.011681046167412723,0.011678331832612243,-3884.5740928989835,-3874.103373979684,291856316.9857611,4385450.957523465,0.0,101.94990078942402
meanItemRT,Information value,gpt2_medium,20,10,7,mean,cosine_std,8,-4.929286585650585,0.22289183623489883,0.2228709611412778,2569101.0170020573,2569184.782753414,0.00763571899297677,0.011958639530227355,0.011955932652287782,-3977.6451105116867,-3967.174391592387,291752099.25891453,4489668.684370041,0.0,105.6555474244794
meanItemRT,Information value,gpt2_medium,20,10,8,mean,cosine_std,8,-4.929125986723691,0.22314140162710538,0.22312053323744285,2569017.314768547,2569101.080519904,0.007796317919870788,0.012208204922433907,0.012205504748452833,-4061.3473440217786,-4050.876625102479,291658404.15896106,4583363.7843235135,0.0,109.21999459459155
meanItemRT,Information value,gpt2_medium,20,10,9,mean,cosine_std,8,-4.928946708549743,0.22341989927754835,0.22339903836903818,2568923.8771356237,2569007.6428869804,0.007975596093818815,0.012486702572876873,0.012484009880048164,-4154.784976945259,-4144.314258025959,291553846.9326391,4687921.010645449,0.0,112.68542526645476
meanItemRT,Information value,gpt2_medium,20,10,10,mean,cosine_std,8,-4.92895511805695,0.22340683785573212,0.22338597659635906,2568928.2600698657,2569012.0258212225,0.007967186586611774,0.012473641151060644,0.01247094810736904,-4150.402042703237,-4139.931323783938,291558750.62225646,4683017.321028113,0.0,114.40534698061009
meanItemRT,Information value,gpt2_medium,22,11,1,mean,cosine_std,8,-4.9320553251898,0.2185766795178945,0.21855568850823415,2570544.050825021,2570627.816576378,0.0048669794537623545,0.007643482813223024,0.007640660019244128,-2534.611287547741,-2524.1405686284415,293372151.7683587,2869616.1749258637,0.0,99.13643295245939
meanItemRT,Information value,gpt2_medium,22,11,2,mean,cosine_std,8,-4.924845215031268,0.22976411942443487,0.22974342893774713,2566786.2279317165,2566869.993683073,0.012077089612294145,0.018830922719763388,0.01882840044875711,-6292.434180852491,-6281.963461933192,289172016.9219402,7069751.021344364,0.0,147.3203716080252
meanItemRT,Information value,gpt2_medium,22,11,3,mean,cosine_std,8,-4.928054923034293,0.22480375058293245,0.22478292684817347,2568459.089226397,2568542.854977754,0.008867381609269032,0.013870553878260972,0.01386789835918345,-4619.572886171751,-4609.102167252451,291034303.3964448,5207464.546839774,0.0,114.14456314895176
meanItemRT,Information value,gpt2_medium,22,11,4,mean,cosine_std,8,-4.92894680339764,0.22341975196346686,0.22339889105099942,2568923.926569209,2569007.6923205657,0.007975501245922167,0.012486555258795384,0.012483862562009396,-4154.735543360002,-4144.264824440703,291553902.23921615,4687865.704068422,0.0,105.62199868461819
meanItemRT,Information value,gpt2_medium,22,11,5,mean,cosine_std,8,-4.9290377857028425,0.22327842898375327,0.22325756427499266,2568971.345454893,2569055.11120625,0.00788451894071951,0.012345232279081797,0.01234253578600264,-4107.316657675896,-4096.845938756596,291606959.55855405,4634808.384730518,0.0,105.42524457467951
meanItemRT,Information value,gpt2_medium,22,11,6,mean,cosine_std,8,-4.928826888357026,0.22360597693536555,0.22358512102537254,2568861.428289022,2568945.1940403786,0.008095416286535873,0.01267278023069407,0.012670092536382516,-4217.23382354714,-4206.76310462784,291483987.2273565,4757780.715928078,0.0,108.0364414830273
meanItemRT,Information value,gpt2_medium,22,11,7,mean,cosine_std,8,-4.928488071951018,0.22413190878602207,0.22411106700389072,2568684.8412440075,2568768.606995364,0.00843423269254373,0.013198712081350594,0.013196038514900699,-4393.82086856151,-4383.35014964221,291286535.0210217,4955232.922262847,0.0,111.71826998486503
meanItemRT,Information value,gpt2_medium,22,11,8,mean,cosine_std,8,-4.928143364041236,0.2246666201816082,0.2246457927631793,2568505.1836179234,2568588.94936928,0.008778940602326202,0.013733423476936735,0.013730764274189289,-4573.478494645562,-4563.0077757262625,291085786.6832304,5155981.260054171,0.0,115.43464633578023
meanItemRT,Information value,gpt2_medium,22,11,9,mean,cosine_std,8,-4.927742683072875,0.22528769395461856,0.22526688321980437,2568296.3535053856,2568380.1192567423,0.009179621570686969,0.014354497249947085,0.01435185473081435,-4782.308607183397,-4771.837888264097,290852615.0534376,5389152.889846981,0.0,119.20710850445818
meanItemRT,Information value,gpt2_medium,22,11,10,mean,cosine_std,8,-4.927625051442443,0.22546993386004033,0.22544912802065153,2568235.045311184,2568318.811062541,0.009297253201118849,0.01453673715536885,0.014534099531661515,-4843.616801384836,-4833.146082465537,290784196.167297,5457571.7759875655,0.0,120.69829353089001
meanItemRT,Information value,gpt2_medium,24,12,1,mean,cosine_std,8,-4.92713109085538,0.22623473067073552,0.22621394537572626,2567977.598980734,2568061.364732091,0.009791213788181707,0.01530153396606404,0.015298916886736236,-5101.063131834846,-5090.592412915546,290497066.1570475,5744701.786237061,0.0,27.70539919968487
meanItemRT,Information value,gpt2_medium,24,12,2,mean,cosine_std,8,-4.922002398280712,0.23413097242412206,0.2341103992421667,2565304.585955128,2565388.351706485,0.014919906362849567,0.023197775719450586,0.02319537075317668,-7774.076157440897,-7763.6054385215975,287532555.91867256,8709212.02461201,0.0,43.53417173603734
meanItemRT,Information value,gpt2_medium,24,12,3,mean,cosine_std,8,-4.9231887931445275,0.2323115685850613,0.23229094652931048,2565922.92072141,2566006.6864727666,0.013733511499034456,0.021378371880389824,0.021375918040320463,-7155.741391159128,-7145.270672239829,288215620.2772734,8026147.666011155,0.0,49.3123985461616
meanItemRT,Information value,gpt2_medium,24,12,4,mean,cosine_std,8,-4.923420546916442,0.23195565672833118,0.23193502511188635,2566043.7080062865,2566127.4737576433,0.013501757727119923,0.021022460023659706,0.02101999662289633,-7034.954106282443,-7024.483387363143,288349241.35628647,7892526.586998105,0.0,55.13434319665046
meanItemRT,Information value,gpt2_medium,24,12,5,mean,cosine_std,8,-4.923440193233923,0.23192547764927474,0.23190484522214339,2566053.947431202,2566137.713182559,0.01348211140963862,0.02099228094460326,0.020989816733153366,-7024.714681366924,-7014.243962447625,288360571.5804161,7881196.362868488,0.0,60.854921257367764
meanItemRT,Information value,gpt2_medium,24,12,6,mean,cosine_std,8,-4.92351510132702,0.23181039903364964,0.23178976351521519,2566092.9886304266,2566176.7543817833,0.013407203316542216,0.02087720232897816,0.020874735026225166,-6985.673482142389,-6975.202763223089,288403775.8977221,7837992.045562446,0.0,65.66440695451286
meanItemRT,Information value,gpt2_medium,24,12,7,mean,cosine_std,8,-4.923498706314645,0.23183558757672373,0.23181495273491737,2566084.443746717,2566168.209498074,0.013423598328916597,0.020902390872052257,0.020899924245927348,-6994.21836585179,-6983.74764693249,288394319.28580916,7847448.657475412,0.0,70.13978067042345
meanItemRT,Information value,gpt2_medium,24,12,8,mean,cosine_std,8,-4.92369321134734,0.2315367057581046,0.23151606288757554,2566185.817435697,2566269.583187054,0.013229093296222239,0.02060350905343311,0.020601034398585516,-6892.844676871784,-6882.3739579524845,288506529.40285385,7735238.540430725,0.0,73.43736036160777
meanItemRT,Information value,gpt2_medium,24,12,9,mean,cosine_std,8,-4.923883284429485,0.23124452185167133,0.23122387113234255,2566284.8812452345,2566368.6469965912,0.013039020214076658,0.020311325146999848,0.02030884264335253,-6793.780867334455,-6783.310148415156,288616224.9022018,7625543.041082799,0.0,76.1788425157353
meanItemRT,Information value,gpt2_medium,24,12,10,mean,cosine_std,8,-4.9242984160250165,0.23060598743606064,0.23058531956408013,2566501.242851246,2566585.008602603,0.012623888618545465,0.019672790731389167,0.019670291075090107,-6577.419261322822,-6566.948542403523,288855951.8345517,7385816.108732879,0.0,77.5882815360226
meanItemRT,Information value,gpt2_medium,0,0,1,mean,cosine_std,9,-4.932995867971232,0.21869239313695166,0.218671405316193,2571044.1164279263,2571127.8822099823,0.006020279390460459,0.00946424321519257,0.009461462798844189,-3135.709415514022,-3125.238692757208,293925657.16152376,3560420.866412461,0.0,34.635847321577316
meanItemRT,Information value,gpt2_medium,0,0,2,mean,cosine_std,9,-4.923527181528072,0.2333490889522556,0.23332849484595974,2566109.1317406157,2566192.8975226716,0.015488965833620583,0.024120939030496502,0.02411855232861093,-8070.694102824666,-8060.223380067851,288411850.6767433,9074227.351192892,0.0,58.19555150835803
meanItemRT,Information value,gpt2_medium,0,0,3,mean,cosine_std,9,-4.926604717352614,0.22861574557474496,0.22859502431934475,2567713.112637009,2567796.878419065,0.012411430009078295,0.019387595652985867,0.01938508180199594,-6466.713206431363,-6456.242483674549,290192520.73625016,7293557.291686058,0.0,59.8831078905562
meanItemRT,Information value,gpt2_medium,0,0,4,mean,cosine_std,9,-4.9277294886838074,0.22687853054824758,0.2268577626270306,2568299.3322071135,2568383.0979891694,0.011286658677884809,0.017650380626488493,0.0176478201096818,-5880.493636326864,-5870.02291357005,290846055.99407804,6640022.03385818,0.0,65.49989322378472
meanItemRT,Information value,gpt2_medium,0,0,5,mean,cosine_std,9,-4.927938156218271,0.226555812510294,0.2265350359200864,2568408.0876394007,2568491.8534214566,0.011077991143420896,0.01732766258853491,0.01732509340273758,-5771.738204039633,-5761.267481282819,290967461.58459085,6518616.443345368,0.0,73.95312768048437
meanItemRT,Information value,gpt2_medium,0,0,6,mean,cosine_std,9,-4.928224374107729,0.22611293863807147,0.22609215015119555,2568557.2615412073,2568641.027323263,0.0107917732539633,0.016884788716312382,0.016882207633846735,-5622.564302233048,-5612.093579476234,291134069.4516963,6352008.5762399435,0.0,81.74082693252912
meanItemRT,Information value,gpt2_medium,0,0,7,mean,cosine_std,9,-4.928059317489079,0.22636836683886385,0.22634758521341014,2568471.235682133,2568555.001464189,0.010956829872613483,0.017140216917104767,0.017137642696061328,-5708.590161307249,-5698.119438550435,291037978.10289073,6448099.92504549,0.0,91.22657803458698
meanItemRT,Information value,gpt2_medium,0,0,8,mean,cosine_std,9,-4.928032880663238,0.2264092704869528,0.2263884899602704,2568457.457072873,2568541.222854929,0.010983266698453953,0.01718112056519372,0.017178547442921577,-5722.368770567235,-5711.89804781042,291022590.26903474,6463487.758901477,0.0,99.92546871787219
meanItemRT,Information value,gpt2_medium,0,0,9,mean,cosine_std,9,-4.9280183230821635,0.22643179337861152,0.2264110134569487,2568449.8698071926,2568533.6355892485,0.010997824279528778,0.017203643456852435,0.017201070939599883,-5729.956036247779,-5719.4853134909645,291014117.222473,6471960.805463195,0.0,108.29602824184602
meanItemRT,Information value,gpt2_medium,0,0,10,mean,cosine_std,9,-4.927809575700451,0.2267546866461445,0.22673391539817944,2568341.0727593177,2568424.8385413736,0.011206571661241505,0.017526536724385422,0.01752397288083063,-5838.753084122669,-5828.282361365855,290892645.7111003,6593432.31683594,0.0,117.12072006348377
meanItemRT,Information value,gpt2_medium,2,1,1,mean,cosine_std,9,-4.929919713965681,0.22348448186749426,0.22346362277388288,2569440.8557217736,2569524.6215038295,0.009096433396011072,0.014256331945735168,0.014253680256534063,-4738.970121666789,-4728.499398909975,292122887.2704737,5363190.7574625015,0.0,56.09108101160518
meanItemRT,Information value,gpt2_medium,2,1,2,mean,cosine_std,9,-4.916224719948836,0.24446459843565105,0.24444430291894859,2562303.161790134,2562386.92757219,0.022791427412856002,0.03523644851389196,0.035234360401599774,-11876.66405330645,-11866.193330549635,284230228.2262597,13255849.801676512,0.0,88.63500041449531
meanItemRT,Information value,gpt2_medium,2,1,3,mean,cosine_std,9,-4.925384289883282,0.23049628664407407,0.23047561590457644,2567077.038044268,2567160.8038263237,0.013631857478410225,0.02126813672231498,0.021265673387227624,-7102.787799172569,-7092.317076415755,289485066.6365249,8001011.3914113045,0.0,83.02985154472587
meanItemRT,Information value,gpt2_medium,2,1,4,mean,cosine_std,9,-4.92738584245281,0.22740970854815878,0.22738895489567357,2568120.22722798,2568203.9930100357,0.011630304908882394,0.018181558626399696,0.018179012378324755,-6059.598615460563,-6049.127892703749,290646228.37007666,6839849.657859564,0.0,90.32827387897441
meanItemRT,Information value,gpt2_medium,2,1,5,mean,cosine_std,9,-4.927710184779133,0.22690837849827394,0.2268876113788455,2568289.271205036,2568373.036987092,0.011305962582559559,0.017680228576514856,0.017677668861496687,-5890.554638404399,-5880.083915647585,290834827.28178936,6651250.746146858,0.0,101.97151087522174
meanItemRT,Information value,gpt2_medium,2,1,6,mean,cosine_std,9,-4.928029621105916,0.22641431359717723,0.226393533205965,2568455.758224192,2568539.524006248,0.010986526255776674,0.017186163675418142,0.01718359068861619,-5724.067619248293,-5713.596896491479,291020693.06558526,6465384.962350965,0.0,111.816835874159
meanItemRT,Information value,gpt2_medium,2,1,7,mean,cosine_std,9,-4.928026910868355,0.226418506787757,0.2263977265091841,2568454.3456754778,2568538.1114575337,0.010989236493337273,0.017190356865997902,0.017187783991835293,-5725.480167962611,-5715.0094452057965,291019115.59944266,6466962.428493559,0.0,122.42285042426546
meanItemRT,Information value,gpt2_medium,2,1,8,mean,cosine_std,9,-4.927862311592239,0.22667312678278995,0.22665235334392875,2568368.558178759,2568452.323960815,0.011153835769452947,0.01744497686103086,0.017442410826579935,-5811.267664681189,-5800.796941924375,290923328.2953013,6562749.732634902,0.0,132.83387365115544
meanItemRT,Information value,gpt2_medium,2,1,9,mean,cosine_std,9,-4.927892072770819,0.22662709517453383,0.22660632049915186,2568384.069407423,2568467.835189479,0.011124074590873612,0.017398945252774745,0.017396377981803046,-5795.756436017342,-5785.285713260528,290940645.25290936,6545432.775026858,0.0,141.60384171000146
meanItemRT,Information value,gpt2_medium,2,1,10,mean,cosine_std,9,-4.927710632950699,0.22690768554268548,0.2268869184046426,2568289.504787575,2568373.270569631,0.011305514410993034,0.01767953562092639,0.017676975887293778,-5890.321055865381,-5879.850333108567,290835087.9696733,6650990.058262944,0.0,150.61158812680318
meanItemRT,Information value,gpt2_medium,4,2,1,mean,cosine_std,9,-4.925858970713652,0.22976540243902155,0.22974471206619818,2567324.4369462486,2567408.2027283045,0.013157176648039837,0.02053725251726246,0.020534769548849363,-6855.388897191733,-6844.918174434919,289760023.1560724,7726054.871863842,0.0,88.73462544095192
meanItemRT,Information value,gpt2_medium,4,2,2,mean,cosine_std,9,-4.911895770720854,0.25097771160128635,0.25095759104262927,2560046.9567420017,2560130.7225240576,0.02712037664083855,0.04174956167952726,0.041747648525280456,-14132.869101438671,-14122.398378681857,281780013.93094146,15706064.096994758,0.0,109.39788117413428
meanItemRT,Information value,gpt2_medium,4,2,3,mean,cosine_std,9,-4.9203433674508,0.23821532723779604,0.2381948638504846,2564449.7596816826,2564533.5254637385,0.01867277991089189,0.02898717731603695,0.028984921333135794,-9730.0661617578,-9719.595439000987,286581185.938018,10904892.089918196,0.0,105.35851797610802
meanItemRT,Information value,gpt2_medium,4,2,4,mean,cosine_std,9,-4.922457041748588,0.2349881815422009,0.2349676314659147,2565551.3855889468,2565635.1513710027,0.01655910561310403,0.025760031620441826,0.025757688948565893,-8628.440254493617,-8617.969531736802,287795228.7951485,9690849.232787728,0.0,113.21571052367942
meanItemRT,Information value,gpt2_medium,4,2,5,mean,cosine_std,9,-4.922947476529612,0.23423743660358742,0.234216866360468,2565806.9952924685,2565890.7610745244,0.0160686708320803,0.025009286681828335,0.0250069238431192,-8372.830550971907,-8362.359828215092,288077656.8650973,9408421.162838936,0.0,125.76118068345606
meanItemRT,Information value,gpt2_medium,4,2,6,mean,cosine_std,9,-4.923312740582068,0.23367782114689062,0.2336572358711403,2565997.367263968,2566081.133046024,0.01570340677962445,0.02444967122513153,0.024447293353791477,-8182.458579472266,-8171.987856715452,288288182.57791835,9197895.45001787,0.0,137.93369704185946
meanItemRT,Information value,gpt2_medium,4,2,7,mean,cosine_std,9,-4.923562179142608,0.23329542516805246,0.23327482962021695,2566127.3721473357,2566211.1379293916,0.015453968219084402,0.024067275246293374,0.024064887102868138,-8052.453696104698,-8041.982973347884,288432038.83682156,9054039.191114664,0.0,150.03957499889685
meanItemRT,Information value,gpt2_medium,4,2,8,mean,cosine_std,9,-4.923754872422845,0.23299989058525583,0.23297928709864335,2566227.8019580627,2566311.5677401186,0.015261274938847436,0.023771740663496743,0.023769344581294538,-7952.023885377683,-7941.5531626208685,288543218.0902928,8942859.937643409,0.0,161.48348986793866
meanItemRT,Information value,gpt2_medium,4,2,9,mean,cosine_std,9,-4.924130781084973,0.23242302979552565,0.2324024108130307,2566423.7217936767,2566507.4875757326,0.014885366276719658,0.02319487987376656,0.02319246829568189,-7756.104049763642,-7745.633327006828,288760231.4474172,8725846.58051902,0.0,171.17840627433753
meanItemRT,Information value,gpt2_medium,4,2,10,mean,cosine_std,9,-4.924397028891819,0.23201418958253273,0.23199355961759616,2566562.487488127,2566646.2532701828,0.014619118469873627,0.022786039660773638,0.022783617100247344,-7617.338355313521,-7606.867632556707,288914035.9505635,8572042.07737273,0.0,180.0612888242986
meanItemRT,Information value,gpt2_medium,6,3,1,mean,cosine_std,9,-4.927378545503157,0.22742098357074036,0.22740023022112965,2568116.4241307904,2568200.1899128463,0.011637601858534907,0.018192833648981277,0.01819028770378084,-6063.4017126499675,-6052.930989893153,290641986.739261,6844091.288675249,0.0,93.47382836780184
meanItemRT,Information value,gpt2_medium,6,3,2,mean,cosine_std,9,-4.914723623260827,0.24672946033566778,0.24670922565865916,2561520.8052073107,2561604.5709893666,0.02429252410086491,0.037501310413908695,0.03749928314131035,-12659.020636129659,-12648.549913372844,283378193.74394447,14107884.283991754,0.0,115.65490424532263
meanItemRT,Information value,gpt2_medium,6,3,3,mean,cosine_std,9,-4.923246362701471,0.23377954807843515,0.2337589655353174,2565962.77177638,2566046.537558436,0.015769784660220942,0.024551398156676063,0.024549023017968574,-8217.054067060351,-8206.583344303537,288249913.20111644,9236164.826819777,0.0,101.15224310946796
meanItemRT,Information value,gpt2_medium,6,3,4,mean,cosine_std,9,-4.925751731220613,0.22993058385988263,0.22990989792423355,2567268.5447948715,2567352.3105769274,0.013264416141079316,0.020702433938123543,0.02069995540688474,-6911.281048568897,-6900.810325812083,289697882.38430595,7788195.643630266,0.0,101.18157076216767
meanItemRT,Information value,gpt2_medium,6,3,5,mean,cosine_std,9,-4.926542148130709,0.228712269360288,0.22869155069775127,2567680.5021842443,2567764.2679663002,0.012473999230983246,0.019484119438528902,0.019481608180402454,-6499.32365919603,-6488.852936439216,290156208.7678932,7329869.260043025,0.0,107.79815311630503
meanItemRT,Information value,gpt2_medium,6,3,6,mean,cosine_std,9,-4.926864558898927,0.22821476603766278,0.22819403401097793,2567848.539452532,2567932.3052345878,0.012151588462764984,0.018986616115903687,0.01898409149362912,-6331.286390908528,-6320.815668151714,290343368.0759022,7142709.952033997,0.0,116.4152832401071
meanItemRT,Information value,gpt2_medium,6,3,7,mean,cosine_std,9,-4.926988288728186,0.2280237566945491,0.22800301953688917,2567913.0262022433,2567996.791984299,0.012027858633506305,0.01879560677279002,0.01879307701954036,-6266.799641197082,-6256.328918440267,290415225.2371605,7070852.790775716,0.0,126.17701111504239
meanItemRT,Information value,gpt2_medium,6,3,8,mean,cosine_std,9,-4.927159834388152,0.22775885290586217,0.22773810863224275,2568002.434084761,2568086.199866817,0.011856312973540284,0.018530702984103087,0.01852816611489394,-6177.391758679412,-6166.921035922598,290514881.2746679,6971196.7532683015,0.0,135.1917598580536
meanItemRT,Information value,gpt2_medium,6,3,9,mean,cosine_std,9,-4.9275900810336735,0.22709405859528142,0.22707329646367158,2568226.6743339403,2568310.440115996,0.011426066328018791,0.017865908673522335,0.01786335394632277,-5953.151509500109,-5942.680786743294,290764974.96746993,6721103.0604662895,0.0,142.02966403369174
meanItemRT,Information value,gpt2_medium,6,3,10,mean,cosine_std,9,-4.928081123795579,0.22633462600603904,0.22631384347422456,2568482.6009110175,2568566.3666930734,0.010935023566113422,0.017106476084279953,0.01710390095687575,-5697.2249324228615,-5686.754209666047,291050671.30640507,6435406.721531153,0.0,147.2626611148715
meanItemRT,Information value,gpt2_medium,8,4,1,mean,cosine_std,9,-4.928938142288897,0.22500739780555545,0.22498657962116653,2568929.2703795503,2569013.036161606,0.010078005072795548,0.015779247883796366,0.015776637103817714,-5250.555463890079,-5240.084741133265,291549970.7085915,5936107.319344699,0.0,89.58667327704397
meanItemRT,Information value,gpt2_medium,8,4,2,mean,cosine_std,9,-4.917305821651307,0.24282920983353817,0.24280887038632415,2562866.6211864445,2562950.3869685004,0.021710325710385447,0.033601059911779085,0.03359892786897534,-11313.204656995833,-11302.733934239019,284845456.6783676,12640621.349568605,0.0,115.42514879996575
meanItemRT,Information value,gpt2_medium,8,4,3,mean,cosine_std,9,-4.925487703389247,0.23033711603057805,0.23031644101537097,2567130.9361294415,2567214.7019114974,0.013528443972445459,0.02110896610881896,0.021106498498022153,-7048.889713998884,-7038.41899124207,289544946.1599823,7941131.8679538965,0.0,94.97457755009356
meanItemRT,Information value,gpt2_medium,8,4,4,mean,cosine_std,9,-4.927870445687165,0.22666054605200214,0.22663977227519194,2568372.7975876937,2568456.5633697496,0.01114570167452733,0.017432396130243055,0.01742982975784313,-5807.0282557467,-5796.557532989886,290928061.1297597,6558016.898176491,0.0,91.77621503068795
meanItemRT,Information value,gpt2_medium,8,4,5,mean,cosine_std,9,-4.928442731050643,0.22577489760409697,0.22575410003661756,2568671.0669962843,2568754.83277834,0.010573416311049577,0.01654674768233788,0.016544157519268743,-5508.758847156074,-5498.28812439926,291261239.50890005,6224838.519036174,0.0,96.8135858166732
meanItemRT,Information value,gpt2_medium,8,4,6,mean,cosine_std,9,-4.9284733766700555,0.225727442934201,0.22570664409197383,2568687.0391866663,2568770.804968722,0.010542770691636782,0.016499293012441907,0.016496701574625017,-5492.786656774115,-5482.315934017301,291279091.8181724,6206986.209763825,0.0,104.92603465511756
meanItemRT,Information value,gpt2_medium,8,4,7,mean,cosine_std,9,-4.928326668423606,0.22595459394595274,0.22593380120555373,2568610.576315699,2568694.342097755,0.010689478938086694,0.016726444024193654,0.016723858688204918,-5569.249527741224,-5558.778804984409,291193638.2659254,6292439.762010813,0.0,114.51004561589342
meanItemRT,Information value,gpt2_medium,8,4,8,mean,cosine_std,9,-4.928305917488865,0.22598671761077438,0.225965925733295,2568599.7611360215,2568683.5269180774,0.010710229872826993,0.01675856768901529,0.01675598321594618,-5580.064707418904,-5569.5939846620895,291181553.4363267,6304524.591609538,0.0,123.20148971949247
meanItemRT,Information value,gpt2_medium,8,4,9,mean,cosine_std,9,-4.928553801381805,0.225602891623094,0.22558208943511593,2568728.955742183,2568812.721524239,0.010462345979886933,0.016374741701334905,0.016372146917767116,-5450.870101257227,-5440.399378500413,291325947.6604116,6160130.367524624,0.0,129.82759249233362
meanItemRT,Information value,gpt2_medium,8,4,10,mean,cosine_std,9,-4.928971494075795,0.2249557013051665,0.22493488173208398,2568946.652997364,2569030.4187794197,0.010044653285897098,0.015727551383407423,0.015724939214735167,-5233.172846076544,-5222.70212331973,291569418.7822008,5916659.245735407,0.0,134.3671068956771
meanItemRT,Information value,gpt2_medium,10,5,1,mean,cosine_std,9,-4.929979102113821,0.22339224475246877,0.22337138318114436,2569471.8082307023,2569555.574012758,0.009037045247871411,0.014164094830709684,0.014161440663795544,-4708.017612738069,-4697.546889981255,292157586.60580647,5328491.42212975,0.0,89.18966966764683
